"feature","coefficient"
"k01_persoenliche_daten_num_words",0.0605012143842449
"k04_berufserfahrung_num_words",0.00113448993386697
"k08_interessen_num_words",-0.0403574465801769
"k10_cover_letter_snippet_num_words",-0.0047182350086169
