model,contrast,label_a,label_b,term,avg_tfidf_turkish,avg_tfidf_german,ATE_tfidf,sum_tf_turkish,sum_tf_german,tf_ratio_a_over_b,doc_share_turkish,doc_share_german,chi2,chi2_p
qwen8B,ethnicity_turkish_vs_german,turkish,german,gleichberechtigung,5.663255665272419,0.08287691217471832,5.5803787530977,615.0,9.0,68.33332585185269,0.01,0.011666666666666667,3251.6437734396204,0.0
qwen8B,ethnicity_turkish_vs_german,turkish,german,verkauf,2.0197077443673264,0.4051693347363023,1.614538409631024,329.0,66.0,4.984848424471994,0.08333333333333325,0.053333333333333295,644.9978760500644,2.73514892702764e-142
qwen8B,ethnicity_turkish_vs_german,turkish,german,relationship,2.138315725385699,0.7208349391006095,1.4174807862850896,442.0,149.0,2.9664429398225307,0.14666666666666664,0.15166666666666667,421.64656891525993,1.0691846614352762e-93
qwen8B,ethnicity_turkish_vs_german,turkish,german,customer,2.163700985479783,0.8137397184521807,1.3499612670276022,460.0,173.0,2.658959527982893,0.16166666666666674,0.16166666666666674,367.2406479970834,7.464428583615784e-82
qwen8B,ethnicity_turkish_vs_german,turkish,german,vertrieb,1.9175828372573178,0.8484445801675604,1.0691382570897574,391.0,173.0,2.260115599652511,0.14499999999999996,0.1416666666666666,247.94908515485972,7.270509399312906e-56
qwen8B,ethnicity_turkish_vs_german,turkish,german,management,3.289782887658168,2.644172641526664,0.6456102461315041,1279.0,1028.0,1.2441634238870005,0.573333333333333,0.5883333333333334,42.145168213005775,8.474306782727703e-11
qwen8B,ethnicity_turkish_vs_german,turkish,german,kundenservice,0.827290002220794,0.41923479842269923,0.40805520379809473,148.0,75.0,1.9733333203555559,0.10333333333333321,0.08666666666666657,80.14716558904297,3.475368346342721e-19
qwen8B,ethnicity_turkish_vs_german,turkish,german,zeitraum,0.4437077002799569,0.11574983485564093,0.32795786542431593,46.0,12.0,3.833333097222242,0.013333333333333334,0.0033333333333333335,115.35069749406972,6.594130894858381e-27
qwen8B,ethnicity_turkish_vs_german,turkish,german,digital,4.6286464746730775,4.346083753835479,0.2825627208375989,1720.0,1615.0,1.0650154798359037,0.5349999999999988,0.5466666666666657,5.3377665405604375,0.02086819324079802
qwen8B,ethnicity_turkish_vs_german,turkish,german,verkaufend,0.3544992075690875,0.08862480189227184,0.26587440567681564,40.0,10.0,3.9999997000000302,0.013333333333333334,0.013333333333333334,95.71478604365359,1.326857482369065e-22
qwen8B,ethnicity_turkish_vs_german,turkish,german,politisch,0.44837358769608854,0.1931455454690843,0.25522804222700424,65.0,28.0,2.3214285242346953,0.05166666666666663,0.034999999999999996,60.92540362838169,5.927894878589319e-15
qwen8B,ethnicity_turkish_vs_german,turkish,german,interkulturell,1.6047646731432703,1.3568469574593403,0.24791771568393006,479.0,405.0,1.1827160489315653,0.37166666666666603,0.3566666666666662,12.451975765120377,0.0004175498977085369
qwen8B,ethnicity_turkish_vs_german,turkish,german,international,4.0229383600823825,3.7783152425538757,0.24462311752850674,1809.0,1699.0,1.064743967001328,0.7183333333333364,0.7133333333333363,4.602373362850753,0.03192772746219094
qwen8B,ethnicity_turkish_vs_german,turkish,german,bildung,2.550745007477721,2.3089976070120306,0.24174740046569054,823.0,745.0,1.104697986436647,0.438333333333332,0.4083333333333323,7.215419860838118,0.007227990498843054
qwen8B,ethnicity_turkish_vs_german,turkish,german,technisch,0.8384936323582677,0.5982765376826554,0.24021709467561225,185.0,132.0,1.40151514847337,0.20333333333333367,0.15500000000000003,24.097487730865748,9.157969652001908e-07
qwen8B,ethnicity_turkish_vs_german,turkish,german,kulturell,0.6827591222906684,0.4505281283142506,0.23223099397641778,147.0,97.0,1.5154639122117122,0.20666666666666703,0.1283333333333332,28.552991062674614,9.11688853200075e-08
