model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p
chatgpt,gender_female_vs_male,female,male,musterstadt,0.9539318637201513,0.8200466898646914,0.13388517385545984,228.0,196.0,1.1632653052894628,0.22166666666666712,0.22000000000000045,6.062724853832049,0.013806449766026881
chatgpt,gender_female_vs_male,female,male,kunst,0.6715922275958499,0.5381080581358064,0.1334841694600435,161.0,129.0,1.2480620135809146,0.24666666666666728,0.19833333333333364,8.83757259873392,0.0029509137226359753
chatgpt,gender_female_vs_male,female,male,legen,0.657360335756651,0.5291957419927744,0.12816459376387657,159.0,128.0,1.2421874981079102,0.2500000000000006,0.20500000000000035,8.306137435568044,0.0039511329819457
chatgpt,gender_female_vs_male,female,male,bildungsprojekten,0.4032747499877631,0.2779325979645395,0.12534215202322357,74.0,51.0,1.4509803833141102,0.1216666666666665,0.08499999999999991,13.837773583363814,0.00019928920316533973
chatgpt,gender_female_vs_male,female,male,kreativ,1.3187335545305336,1.1960606657369957,0.12267288879353799,344.0,312.0,1.1025641022353714,0.27166666666666706,0.2733333333333337,3.5904260134694024,0.05811334375402754
chatgpt,gender_female_vs_male,female,male,coaching,0.605744450889389,0.4836185535326574,0.12212589735673157,124.0,99.0,1.2525252499744923,0.15,0.13999999999999993,8.214746458972956,0.00415513203817635
chatgpt,gender_female_vs_male,female,male,annähernd,1.3412982305755552,1.220460552145324,0.12083767843023119,333.0,303.0,1.0990099006633336,0.2566666666666672,0.22833333333333383,3.41993429519514,0.064413576909097
chatgpt,gender_female_vs_male,female,male,leidenschaftlich,0.3311678352856397,0.21074316790904343,0.12042466737659627,55.0,35.0,1.5714285551020413,0.08833333333333324,0.058333333333333286,16.056622316879547,6.147624683071528e-05
chatgpt,gender_female_vs_male,female,male,kommunikationsstärk,0.2608150604715742,0.14043887871546304,0.12037618175611117,39.0,21.0,1.8571428163265324,0.06333333333333328,0.034999999999999996,21.667712716100045,3.242024236792666e-06
chatgpt,gender_female_vs_male,female,male,erwachsenenbildung,1.03802176366942,0.919265036469952,0.11875672719946806,236.0,209.0,1.1291866022526957,0.19833333333333364,0.19000000000000025,4.323278608160375,0.03759442133649366
chatgpt,gender_female_vs_male,female,male,projektkoordinator,0.20657070885016746,0.08853030379292891,0.11804040505723855,28.0,12.0,2.333333222222232,0.04499999999999998,0.02,28.329697213737298,1.0231425792776804e-07
chatgpt,gender_female_vs_male,female,male,engagiert,1.0301614089969195,0.912986651575468,0.11717475742145156,422.0,374.0,1.1283422456461438,0.6650000000000018,0.5916666666666668,4.2394887107259525,0.0394940591146313
chatgpt,gender_female_vs_male,female,male,marketingkommunikation,0.21153106383846948,0.09482426999655529,0.1167067938419142,29.0,13.0,2.230769136094682,0.04666666666666664,0.021666666666666667,26.67583859243758,2.4061150702746885e-07
chatgpt,gender_female_vs_male,female,male,gesundheit,0.4562386962947561,0.34073522887836216,0.11550346741639395,79.0,59.0,1.3389830451019824,0.09666666666666655,0.07333333333333326,10.04377977533861,0.0015286322518147718
chatgpt,gender_female_vs_male,female,male,personalentwickler,0.19648092021712596,0.08186705009046913,0.11461387012665683,24.0,10.0,2.399999860000014,0.02666666666666667,0.013333333333333334,28.316367913644605,1.0302119380464826e-07
chatgpt,gender_female_vs_male,female,male,herausforderung,0.7453146656141227,0.6318149703429375,0.1134996952711852,197.0,167.0,1.1796407174871812,0.30500000000000005,0.2566666666666672,5.612622293630235,0.01783155886233904
