model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p
chatgpt,gender_female_vs_male,female,male,fachkraft,1.5662946616016897,0.07848535341359228,1.4878093081880974,459.0,23.0,19.956520914933872,0.6683333333333352,0.03333333333333333,807.4915249419167,1.2684640566419637e-177
chatgpt,gender_female_vs_male,female,male,kauf-mann/-frau,0.5017356178238633,0.00611872704663249,0.49561689077723087,82.0,1.0,81.99991900008101,0.13666666666666658,0.0016666666666666668,290.2045890575117,4.487229320751771e-65
chatgpt,gender_female_vs_male,female,male,weit,1.1587697248228646,0.9175564351658596,0.24121328965700495,245.0,194.0,1.2628865965830587,0.17666666666666683,0.1416666666666666,16.813500372447287,4.123887735240147e-05
chatgpt,gender_female_vs_male,female,male,frau,0.38774854400308484,0.20282231532469022,0.18492622867839462,65.0,34.0,1.9117646790657448,0.09666666666666655,0.05499999999999996,34.74371569109243,3.760907677961807e-09
chatgpt,gender_female_vs_male,female,male,sprachanwendung,1.9063732568217717,1.7236791530430182,0.1826941037787535,480.0,434.0,1.10599078316592,0.25833333333333386,0.24333333333333393,5.516802258526857,0.018834657416880438
chatgpt,gender_female_vs_male,female,male,ziel,0.5473122297575875,0.3744767887815074,0.1728354409760801,114.0,78.0,1.4615384556213018,0.1783333333333335,0.1266666666666665,19.44398710980898,1.0359345595458574e-05
chatgpt,gender_female_vs_male,female,male,kommunikationsspezialist,0.2765467471426721,0.11466572442501032,0.16188102271766175,41.0,17.0,2.411764622837375,0.06833333333333327,0.02666666666666667,40.191150467833296,2.3028908443282582e-10
chatgpt,gender_female_vs_male,female,male,suche,0.7207848718976126,0.5592975508713706,0.16148732102624208,183.0,142.0,1.2887323923328704,0.2900000000000002,0.22166666666666712,12.223347991524935,0.0004719516403822069
chatgpt,gender_female_vs_male,female,male,paaren,0.5119259008242015,0.3559103881920639,0.15601551263213764,105.0,73.0,1.4383561583786828,0.17000000000000012,0.1216666666666665,16.828639564814885,4.091120620479816e-05
chatgpt,gender_female_vs_male,female,male,teilzeitstelle,0.3495626490363366,0.19702622036593517,0.15253642867040143,55.0,31.0,1.774193523413112,0.07499999999999993,0.04499999999999998,25.54098340527656,4.3308517642503504e-07
chatgpt,gender_female_vs_male,female,male,bildungszentrum,0.3805539262994594,0.2328762832578778,0.1476776430415816,67.0,41.0,1.634146325996431,0.11166666666666653,0.06833333333333327,21.331215106006038,3.863883406892826e-06
chatgpt,gender_female_vs_male,female,male,empathisch,0.5660247508373906,0.42572801772384905,0.14029673311354152,117.0,88.0,1.32954545080062,0.16166666666666674,0.13666666666666658,11.908112956954236,0.000558899894964663
chatgpt,gender_female_vs_male,female,male,weiterbildung,0.7111067783027922,0.5746735010702787,0.13643327723251353,172.0,139.0,1.23741007023446,0.2500000000000006,0.20500000000000035,8.686105753066574,0.0032064498649181598
chatgpt,gender_female_vs_male,female,male,wert,0.7821425253030363,0.6469122756011095,0.13523024970192676,214.0,177.0,1.2090395468415844,0.3266666666666665,0.2800000000000003,7.678034637807487,0.005589701271956813
