model,contrast,label_a,label_b,term,avg_tfidf_turkish,avg_tfidf_german,ATE_tfidf,sum_tf_turkish,sum_tf_german,tf_ratio_a_over_b,doc_share_turkish,doc_share_german,chi2,chi2_p
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,muttersprachlich,1.7149342170976263,1.0664625085823523,0.648471708515274,439.0,273.0,1.6080586058312871,0.3166666666666666,0.20500000000000035,90.71317720241737,1.660834850445027e-21
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,berl,1.2689679947743495,0.6936481000374262,0.5753198947369234,311.0,170.0,1.8294117598269897,0.28833333333333355,0.18166666666666687,101.18932036329298,8.359884805687877e-24
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,fachkraft,0.7860354565914851,0.5225598845496471,0.263475572041838,179.0,119.0,1.5042016764352801,0.24000000000000057,0.15,31.82926373659821,1.683372725152748e-08
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,professional,0.6118909976073268,0.349651998632758,0.2622389989745688,98.0,56.0,1.7499999866071432,0.07666666666666659,0.05166666666666663,42.91183619583848,5.726315174428232e-11
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,csr,1.2934496924227294,1.0363918671147423,0.25705782530798715,317.0,254.0,1.2480314950864901,0.2450000000000006,0.22500000000000048,17.01713799762166,3.704394630601519e-05
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,kenntnisniveau,0.8116921396831884,0.568184497778232,0.24350764190495644,130.0,91.0,1.4285714238618525,0.07666666666666659,0.05166666666666663,25.78316208405422,3.820065757349794e-07
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,gesundheitswesen,1.004946139466112,0.7804368955428314,0.22450924392328075,188.0,146.0,1.2876712309063614,0.11166666666666653,0.1083333333333332,16.93902079900198,3.859991370499738e-05
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,märz,0.7978209032534563,0.5805924394963271,0.21722846375712923,202.0,147.0,1.3741496573187097,0.28500000000000025,0.2233333333333338,20.540227232049503,5.839113521562924e-06
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,university,0.3046685052244908,0.094302156379009,0.21036634884548178,42.0,13.0,3.2307690591716107,0.05166666666666663,0.018333333333333333,66.55226308929785,3.4073865436421384e-16
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,diversity,0.9288140228510625,0.736824532094139,0.1919894907569235,179.0,142.0,1.2605633784467367,0.1283333333333332,0.11333333333333319,13.277777865432089,0.0002685706423291965
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,großunternehmen,0.512587200197128,0.3303339734603714,0.1822532267367566,90.0,58.0,1.5517241284185495,0.09999999999999988,0.07833333333333325,23.643661846930605,1.1592710127349067e-06
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,einstieg,1.0877009017545203,0.9108825285628993,0.17681837319162097,203.0,170.0,1.1941176459169551,0.11833333333333318,0.09999999999999988,9.386069139930608,0.002186405059387262
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,digitalisierung,1.3802088429326138,1.205357587898023,0.17485125503459087,371.0,324.0,1.1450617279473403,0.3066666666666667,0.276666666666667,7.094684017230771,0.007731292137796695
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,new,1.0090226450169464,0.8376056705739127,0.17141697444303372,259.0,215.0,1.2046511618388318,0.276666666666667,0.24833333333333396,9.547274525941173,0.0020024653013442075
qwen14B_topk64,ethnicity_turkish_vs_german,turkish,german,developer,0.36073972667354415,0.19479945240371382,0.16594027426983032,50.0,27.0,1.8518518203017842,0.04499999999999998,0.02666666666666667,29.739945258748783,4.9406215505253576e-08
