model,contrast,label_a,label_b,term,avg_tfidf_german,avg_tfidf_turkish,ATE_tfidf,sum_tf_german,sum_tf_turkish,tf_ratio_a_over_b,doc_share_german,doc_share_turkish,chi2,chi2_p
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,gymnasium,0.4732342561711807,0.3104009637251835,0.1628332924459972,93.0,61.0,1.5245901553345877,0.15500000000000003,0.10166666666666654,20.30129360365691,6.6155840717130156e-06
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,ziel,0.7172586640517595,0.5564937910746415,0.16076487297711806,174.0,135.0,1.2888888867489712,0.2566666666666672,0.201666666666667,12.174427273995317,0.00048449173451387326
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,flexibilität,1.0271344077170121,0.8667512942196715,0.1603831134973407,301.0,254.0,1.1850393693502388,0.3899999999999992,0.31166666666666665,8.149196037162094,0.004308025586893046
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,lösung,1.2067322068527366,1.0464630856301063,0.16026912122263037,384.0,333.0,1.1531531526932337,0.43666666666666537,0.38833333333333253,6.839937391091282,0.008914196327429014
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,journalistisch,0.20182217592210683,0.042046286650438906,0.15977588927166791,24.0,5.0,4.799999240000152,0.02666666666666667,0.008333333333333333,62.808453024034975,2.2781898124621415e-15
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,konzept,0.7351921837046999,0.5770403767449681,0.15815180695973174,172.0,135.0,1.2740740720438957,0.2316666666666672,0.1866666666666669,11.436384737804808,0.0007201978180911045
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,kommunikationsberater,0.42277131125386497,0.2650208219800345,0.15775048927383045,67.0,42.0,1.59523808106576,0.07499999999999993,0.048333333333333305,21.708782927591297,3.1733506107844963e-06
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,außendienst,0.3554280417316907,0.19821948481190454,0.15720855691978614,52.0,29.0,1.793103420927468,0.05166666666666663,0.03833333333333332,26.78368006781539,2.275509517812818e-07
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,social,2.278487626604551,2.1236716283419095,0.15481599826264159,677.0,631.0,1.0729001583630742,0.36833333333333274,0.3533333333333329,3.266759596367832,0.070697139415531
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,pädagogisch,0.7874184688368785,0.6331270121053277,0.15429145673155076,148.0,119.0,1.2436974769437188,0.1216666666666665,0.10166666666666654,10.054948865651582,0.0015193923462866622
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,unternehmenskommunikation,0.34775341396209897,0.19393940394040135,0.15381401002169762,52.0,29.0,1.793103420927468,0.05999999999999995,0.03833333333333332,26.205349855548523,3.0697091954833557e-07
qwen14B_topk64,ethnicity_german_vs_turkish,german,turkish,politisch,0.7875242267139804,0.6338609629649109,0.15366326374906947,123.0,99.0,1.2424242399755128,0.05666666666666662,0.05999999999999995,9.967346837777516,0.0015934094085687741
