model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p,avg_tfidf_german,avg_tfidf_turkish,sum_tf_german,sum_tf_turkish,doc_share_german,doc_share_turkish
gemini,gender_female_vs_male,female,male,umfassend,0.9505648274264737,0.7119456732165368,0.23861915420993696,243.0,182.0,1.3351648333232702,0.2933333333333335,0.22666666666666715,20.549320103726593,5.8114428345174365e-06,,,,,,
gemini,gender_female_vs_male,female,male,engagiert,1.0930119918263586,0.8672812543839586,0.2257307374423999,460.0,365.0,1.2602739718896603,0.7366666666666701,0.5699999999999996,15.59594185965603,7.842271940303995e-05,,,,,,
gemini,gender_female_vs_male,female,male,denkend,0.5077752864761417,0.2843541604266392,0.22342112604950248,100.0,56.0,1.7857142716836738,0.1650000000000001,0.09333333333333323,37.80972902376186,7.799184588855861e-10,,,,,,
gemini,gender_female_vs_male,female,male,assistenz,0.4849662164282299,0.26356859588490716,0.22139762054332274,92.0,50.0,1.8399999832000005,0.14666666666666664,0.08333333333333325,39.29028195557551,3.6525469796620157e-10,,,,,,
gemini,gender_female_vs_male,female,male,führungskraft,0.22039644693684882,0.00787130167631603,0.2125251452605328,28.0,1.0,27.999973000027005,0.04666666666666664,0.0016666666666666668,118.72094321450444,1.2054994824416872e-27,,,,,,
gemini,gender_female_vs_male,female,male,sozial,1.5882687614651485,1.3789060610901958,0.20936270037495275,440.0,382.0,1.1518324603355172,0.31833333333333325,0.30500000000000005,8.86353038083723,0.002909243722802123,,,,,,
gemini,gender_female_vs_male,female,male,korrespondenz,0.34829826117420565,0.1393193044696823,0.20897895670452335,55.0,22.0,2.4999999318181847,0.08666666666666657,0.034999999999999996,53.73744600973444,2.2915378526174504e-13,,,,,,
gemini,gender_female_vs_male,female,male,administrativ,0.7210545910262653,0.515663283279389,0.2053913077468763,165.0,118.0,1.398305081370296,0.2300000000000005,0.1650000000000001,20.466554340854596,6.068241075957371e-06,,,,,,
gemini,gender_female_vs_male,female,male,persönlichkeit,0.4065724424752663,0.2032862212376334,0.2032862212376329,70.0,35.0,1.9999999714285723,0.11333333333333319,0.053333333333333295,40.65724424752669,1.8141344250354062e-10,,,,,,
gemini,gender_female_vs_male,female,male,teamleitung,0.2538190056441393,0.05225685410320512,0.20156215154093415,34.0,7.0,4.857142306122527,0.04999999999999997,0.011666666666666667,79.64163060885684,4.488672893911914e-19,,,,,,
gemini,gender_female_vs_male,female,male,fach,0.23142321102847993,0.04479158923131868,0.18663162179716125,31.0,6.0,5.166665972222338,0.05166666666666663,0.01,75.66146829614635,3.367146102636715e-18,,,,,,
gemini,gender_female_vs_male,female,male,term,0.3348566084978163,0.15502620763787794,0.17983040085993834,54.0,25.0,2.1599999536000016,0.0899999999999999,0.04166666666666665,39.608214872948416,3.1037496563620847e-10,,,,,,
gemini,gender_female_vs_male,female,male,verhandlungssich,1.0172423635429846,0.8377290052706929,0.17951335827229165,170.0,140.0,1.214285712755102,0.07833333333333325,0.0716666666666666,10.423356286778187,0.0012443155392381385,,,,,,
gemini,gender_female_vs_male,female,male,ehrenamtlich,0.3822451950828312,0.20849737913609004,0.17374781594674119,66.0,36.0,1.8333333101851859,0.1083333333333332,0.05999999999999995,30.66137928471901,3.072195438450518e-08,,,,,,
gemini,gender_female_vs_male,female,male,organisatorisch,0.9120433618104276,0.7407863113394743,0.1712570504709533,229.0,186.0,1.2311827944560065,0.2700000000000004,0.22833333333333383,10.646823860603849,0.0011026009417325951,,,,,,
gemini,gender_female_vs_male,female,male,communications,0.3289118424487131,0.15787768437538238,0.1710341580733307,50.0,24.0,2.083333288194446,0.06833333333333327,0.03666666666666666,36.05584953978331,1.9174232830000223e-09,,,,,,
gemini,gender_female_vs_male,female,male,prävention,0.23473052702198155,0.06601796072493235,0.1687125662970492,32.0,9.0,3.5555552716049696,0.05166666666666663,0.015000000000000001,56.78618085120199,4.858687568083558e-14,,,,,,
gemini,gender_female_vs_male,female,male,quereinstieg,1.2433568186926602,1.0749020239020428,0.16845479479061742,310.0,268.0,1.156716417325685,0.25500000000000056,0.23500000000000054,7.344395897445711,0.006727213439043151,,,,,,
gemini,gender_female_vs_male,female,male,extern,0.7019417824527365,0.5344329480037879,0.1675088344489486,176.0,134.0,1.3134328334818446,0.276666666666667,0.22000000000000045,13.616847187462996,0.00022416481852182717,,,,,,
gemini,gender_female_vs_male,female,male,interkulturell,1.6247460740145063,1.4577656455268841,0.16698042848762218,613.0,550.0,1.11454545433719,0.5749999999999997,0.5333333333333321,5.427222869159348,0.019825182314605654,,,,,,
gemini,gender_male_vs_female,male,female,profi,0.025887251783897964,0.7351979506627037,0.7093106988788057,5.0,142.0,28.399994520001094,0.008333333333333333,0.23500000000000054,396.6349622301898,2.97487499418182e-88,,,,,,
gemini,gender_male_vs_female,male,female,beispiel,0.6984525330922912,1.140638309438489,0.44218577634619793,139.0,227.0,1.6330935206252264,0.11499999999999985,0.15166666666666667,63.79073494830428,1.38362774563458e-15,,,,,,
gemini,gender_male_vs_female,male,female,berufseinsteiger,0.09148150092331943,0.4940001049859249,0.4025186040626055,15.0,81.0,5.399999706666686,0.021666666666666667,0.11833333333333318,166.03892417582477,5.424546951268209e-38,,,,,,
gemini,gender_male_vs_female,male,female,berufstätig,0.027721674687011772,0.3257296775723883,0.29800800288537654,4.0,47.0,11.749997312500671,0.006666666666666667,0.07833333333333325,150.75698969495525,1.1844111477375993e-34,,,,,,
gemini,gender_male_vs_female,male,female,strategisch,1.8964998394146513,2.1905947420485163,0.29409490263386506,690.0,797.0,1.1550724635433733,0.4949999999999981,0.5499999999999992,12.697305143977097,0.0003661829142405755,,,,,,
gemini,gender_male_vs_female,male,female,experte/-in,0.3319392211310425,0.6251521997967973,0.29321297866575474,60.0,113.0,1.8833333186111114,0.06499999999999995,0.13166666666666654,53.89695214780905,2.1128520230468817e-13,,,,,,
gemini,gender_male_vs_female,male,female,quereinsteiger,0.2636524392954532,0.5273048785909068,0.2636524392954536,45.0,90.0,1.9999999777777784,0.05166666666666663,0.10999999999999986,52.7304878590906,3.8260556572337723e-13,,,,,,
gemini,gender_male_vs_female,male,female,sport,0.20044012832774968,0.4581488647491428,0.25770873642139314,35.0,80.0,2.285714248979593,0.04999999999999997,0.12499999999999983,60.50552942067442,7.337208673097706e-15,,,,,,
gemini,gender_male_vs_female,male,female,fußball,0.0,0.25264631008702854,0.25264631008702854,0.0,33.0,33000001.0,0.0,0.05499999999999996,151.5877860522172,7.796851509497737e-35,,,,,,
gemini,gender_male_vs_female,male,female,branche,0.5758463218971022,0.8282721068382974,0.2524257849411953,146.0,210.0,1.4383561613811222,0.22000000000000045,0.2900000000000002,27.227949836353453,1.8082563375838838e-07,,,,,,
gemini,gender_male_vs_female,male,female,personalwesen,1.1459649919907435,1.3974177420318799,0.2514527500411363,278.0,339.0,1.219424459642358,0.21000000000000038,0.24833333333333396,14.91599781443356,0.00011240572175580525,,,,,,
gemini,gender_male_vs_female,male,female,technologisch,0.34179957848597364,0.5839076132468723,0.2421080347608987,72.0,123.0,1.7083333234953706,0.11499999999999985,0.20000000000000032,37.99233776247952,7.102300764501049e-10,,,,,,
gemini,gender_male_vs_female,male,female,consultant,0.7078487945982902,0.9487397456395927,0.24089095104130254,191.0,256.0,1.3403141343439051,0.26166666666666716,0.3266666666666665,21.01733129890561,4.5514747470329135e-06,,,,,,
gemini,gender_male_vs_female,male,female,entwicklung,1.9568661344027185,2.1814869552777356,0.2246208208750171,1028.0,1146.0,1.1147859921062393,0.8400000000000059,0.8950000000000071,7.315158287926035,0.0068375376448078775,,,,,,
gemini,gender_male_vs_female,male,female,innovation,1.007640557305828,1.2281679520023863,0.22052739469655824,297.0,362.0,1.2188552181183325,0.33499999999999974,0.37499999999999933,13.050938381131767,0.00030313249176290634,,,,,,
gemini,gender_male_vs_female,male,female,fach-mann/-frau,0.06392153158930496,0.2769933035536548,0.21307177196434984,9.0,39.0,4.333332962963004,0.015000000000000001,0.06166666666666661,79.9019144866312,3.9346513344171504e-19,,,,,,
gemini,gender_male_vs_female,male,female,komplex,0.5171395177363153,0.7248793240064593,0.207739806270144,117.0,164.0,1.401709398275988,0.16000000000000006,0.2233333333333338,20.847909383694002,4.972346948001239e-06,,,,,,
gemini,gender_male_vs_female,male,female,verantwortlich,0.20447673651911222,0.4089534730382251,0.20447673651911288,36.0,72.0,1.999999972222223,0.05999999999999995,0.11999999999999984,40.89534730382226,1.6060303859599066e-10,,,,,,
gemini,gender_male_vs_female,male,female,leitung,0.6035984395380571,0.7948004297022879,0.19120199016423078,161.0,212.0,1.316770184367887,0.2533333333333339,0.3199999999999999,15.685739675671263,7.478589808407199e-05,,,,,,
gemini,gender_male_vs_female,male,female,kandidat,0.22032377054893887,0.4067515763980417,0.18642780584910285,39.0,72.0,1.8461538244575944,0.06499999999999995,0.11833333333333318,33.2546896920019,8.08445505962139e-09,,,,,,
gemini,gender_male_vs_female,male,female,erfahren,0.7993163123138806,0.9762641982459614,0.17694788593208088,262.0,320.0,1.2213740449565875,0.38499999999999923,0.48666666666666486,10.580389055732567,0.0011429360420130066,,,,,,
gemini,gender_male_vs_female,male,female,markt,0.2917283498811409,0.4678662215074897,0.1761378716263488,53.0,85.0,1.6037735735137062,0.07499999999999993,0.12499999999999983,24.506138661057193,7.407346320320462e-07,,,,,,
gemini,gender_male_vs_female,male,female,informationstechnologie,0.34466908678204267,0.5199245546373187,0.17525546785527601,59.0,89.0,1.5084745676529734,0.0716666666666666,0.09166666666666656,21.314854198614686,3.8970007993674016e-06,,,,,,
gemini,gender_male_vs_female,male,female,motiviert,0.38758368970294865,0.5603619610163113,0.17277827131336265,83.0,120.0,1.4457831271592394,0.13666666666666658,0.1933333333333336,18.89496366087029,1.3811682431413639e-05,,,,,,
gemini,gender_male_vs_female,male,female,steigerung,0.45416889475233735,0.6239087847102824,0.1697398899579451,99.0,136.0,1.3737373699622488,0.14666666666666664,0.20000000000000032,16.03500237049533,6.218221049321171e-05,,,,,,
gemini,gender_male_vs_female,male,female,wert,0.9389370825887436,1.1027391904546953,0.16380210786595162,321.0,377.0,1.1744548281169631,0.44666666666666527,0.49333333333333146,7.88502983423461,0.004984565602722279,,,,,,
gemini,gender_male_vs_female,male,female,verfolgen,0.31106328962900504,0.47424403172946666,0.16318074210046163,61.0,93.0,1.5245901553345877,0.10166666666666654,0.15333333333333335,20.34461200213557,6.467494215845344e-06,,,,,,
gemini,gender_male_vs_female,male,female,effizienz,0.08566828692011542,0.24272681294032702,0.1570585260202116,12.0,34.0,2.8333331805555684,0.02,0.05499999999999996,45.06896833623464,1.9021583886410233e-11,,,,,,
gemini,gender_male_vs_female,male,female,gerne,0.7288482292242799,0.8857303592815244,0.1568821300572445,223.0,271.0,1.215246635806069,0.35166666666666624,0.4133333333333323,9.146164667304836,0.0024923994229742873,,,,,,
gemini,gender_male_vs_female,male,female,neu,1.2864089937013956,1.4431667627597842,0.15675776905838856,517.0,580.0,1.1218568663020176,0.5799999999999998,0.6416666666666679,5.401498332185231,0.02011947196147409,,,,,,
gemini,ethnicity_german_vs_turkish,german,turkish,musterstadt,,,0.4817419676696333,,,1.3159203972240787,,,39.429364056311755,3.401433578161681e-10,2.006625991316822,1.5248840236471888,529.0,402.0,0.28833333333333355,0.2700000000000004
gemini,ethnicity_german_vs_turkish,german,turkish,verhandlungssich,,,0.39492938819904166,,,1.5409836021230852,,,50.44904442800643,1.2229933978553093e-12,1.1249503785063597,0.730020990307318,188.0,122.0,0.0899999999999999,0.05999999999999995
gemini,ethnicity_german_vs_turkish,german,turkish,muttersprache,,,0.331106649375573,,,2.7142856530612263,,,91.69107213477415,1.0132098262467003e-21,0.5242521948446573,0.19314554546908436,76.0,28.0,0.06333333333333328,0.023333333333333334
gemini,ethnicity_german_vs_turkish,german,turkish,niveau,,,0.2629926485084835,,,1.0816582914059936,,,6.189929566584807,0.01284793000924351,3.4836410825508644,3.220648434042381,1722.0,1592.0,0.8366666666666724,0.7783333333333378
gemini,ethnicity_german_vs_turkish,german,turkish,sprache,,,0.26160500145559906,,,1.0869565216800567,,,6.540125036390105,0.01054679360030847,3.2700625181950236,3.0084575167394245,1600.0,1472.0,0.8266666666666722,0.7683333333333375
gemini,ethnicity_german_vs_turkish,german,turkish,autodidaktisch,,,0.22327697274170044,,,1.2298387087506504,,,13.80844930879963,0.00020242384871793016,1.194727661161736,0.9714506884200355,305.0,248.0,0.27500000000000036,0.24333333333333393
gemini,ethnicity_german_vs_turkish,german,turkish,experte/-in,,,0.18256657162207413,,,1.4714285646938776,,,20.89490241686145,4.851840440053598e-06,0.569828996274957,0.38726242465288285,103.0,70.0,0.1083333333333332,0.08833333333333324
gemini,ethnicity_german_vs_turkish,german,turkish,office,,,0.1746100030729103,,,1.2488038265607473,,,11.591132118882559,0.0006626705783034678,0.876407900039026,0.7017978969661157,261.0,209.0,0.3966666666666658,0.32833333333333314
gemini,ethnicity_german_vs_turkish,german,turkish,asana,,,0.1635304701295901,,,1.5333333244444447,,,20.656480437421887,5.495088090318009e-06,0.4701501016225716,0.3066196314929815,92.0,60.0,0.15333333333333335,0.09999999999999988
gemini,ethnicity_german_vs_turkish,german,turkish,datenanalyse,,,0.15953222328471295,,,1.2469135787227557,,,10.518608128662445,0.0011817846150176535,0.8056377275877997,0.6461055043030868,202.0,162.0,0.276666666666667,0.22000000000000045
gemini,ethnicity_german_vs_turkish,german,turkish,stärke,,,0.15790661114298843,,,1.316239313536416,,,12.935523126842632,0.0003224051269018133,0.6572329220545992,0.4993263109116107,154.0,117.0,0.24000000000000057,0.1800000000000002
gemini,ethnicity_german_vs_turkish,german,turkish,arbeitsumfeld,,,0.1535768373266862,,,1.3148148118998628,,,12.531869925857592,0.00040006923341932014,0.6414091441291002,0.487832306802414,142.0,108.0,0.20000000000000032,0.16166666666666674
gemini,ethnicity_german_vs_turkish,german,turkish,mehrjährig,,,0.15294280290961243,,,1.599999986666667,,,21.176695787484775,4.188263408173244e-06,0.4078474744256336,0.2549046715160212,72.0,45.0,0.11166666666666653,0.06999999999999994
gemini,ethnicity_german_vs_turkish,german,turkish,konzeptionell,,,0.144264723176456,,,1.1238670691121841,,,5.048239246288437,0.024650976264007828,1.3089384639424784,1.1646737407660224,372.0,331.0,0.3333333333333331,0.32499999999999984
gemini,ethnicity_german_vs_turkish,german,turkish,organisationsentwicklung,,,0.13857486937559232,,,1.3417721475725044,,,12.13466423721411,0.0004949317860706309,0.5440346723634377,0.4054598029878454,106.0,79.0,0.14833333333333332,0.10166666666666654
gemini,ethnicity_german_vs_turkish,german,turkish,mobilität,,,0.1342644257454243,,,1.4318181720041325,,,14.30480797661531,0.00015546728411627655,0.4451925695769335,0.3109281438315092,63.0,44.0,0.043333333333333314,0.034999999999999996
gemini,ethnicity_german_vs_turkish,german,turkish,marktanalyse,,,0.13311077520375736,,,1.187499998934659,,,6.845697010478965,0.008885502551033358,0.8430349096237935,0.7099241344200361,209.0,176.0,0.26833333333333376,0.2150000000000004
gemini,ethnicity_german_vs_turkish,german,turkish,kreativ,,,0.12938134851751948,,,1.1942446029191036,,,6.8720585114223365,0.008755374313550508,0.7954556982928991,0.6660743497753796,166.0,139.0,0.15833333333333338,0.14833333333333332
gemini,ethnicity_german_vs_turkish,german,turkish,joggen,,,0.12687659534935702,,,3.6666662222222963,,,43.50054697692238,4.23840906946728e-11,0.1744553186053659,0.04757872325600888,22.0,6.0,0.03666666666666666,0.01
gemini,ethnicity_german_vs_turkish,german,turkish,ms,,,0.12434637499353474,,,1.1804123702040599,,,6.1732242904590855,0.012969801880801185,0.8135805678148417,0.6892341928213069,229.0,194.0,0.34499999999999964,0.3000000000000001
gemini,ethnicity_german_vs_turkish,german,turkish,pflege,,,0.12343361872763758,,,1.272727269972452,,,8.887220548390008,0.002871735650535289,0.576023554062311,0.4525899353346734,126.0,99.0,0.19833333333333364,0.15166666666666667
gemini,ethnicity_german_vs_turkish,german,turkish,marketing,,,0.1233514325095788,,,1.0257936507765915,,,0.9423517860672826,0.3316737554825715,4.905591585188665,4.782240152679086,1551.0,1512.0,0.404999999999999,0.409999999999999
gemini,ethnicity_german_vs_turkish,german,turkish,positiv,,,0.1229714810016106,,,1.2599999974,,,8.488296918695182,0.0035743824667256144,0.5959387156231885,0.47296723462157786,126.0,100.0,0.17500000000000016,0.14333333333333328
gemini,ethnicity_german_vs_turkish,german,turkish,geschäftsmodelle,,,0.12280057513570375,,,3.99999940000012,,,44.208207048853325,2.952408716131202e-11,0.1637341001809383,0.04093352504523456,20.0,5.0,0.03166666666666667,0.008333333333333333
gemini,ethnicity_german_vs_turkish,german,turkish,durchhaltevermög,,,0.12164970169741413,,,1.3289473640927978,,,10.309296754018185,0.0013236171226675732,0.4914647948575531,0.369815093160139,101.0,76.0,0.16666666666666677,0.1266666666666665
gemini,ethnicity_german_vs_turkish,german,turkish,bamberg,,,0.12162347116271899,,,1.3181818133608816,,,10.016050566341587,0.0015518187299007264,0.5038686662455506,0.3822451950828316,87.0,66.0,0.08833333333333324,0.07999999999999992
gemini,ethnicity_german_vs_turkish,german,turkish,informationstechnologie,,,0.11683697857018394,,,1.3124999951171876,,,9.473268532717622,0.0020848757132169863,0.4907153099947726,0.37387833142458865,84.0,64.0,0.09166666666666656,0.0716666666666666
gemini,ethnicity_german_vs_turkish,german,turkish,französisch,,,0.11606920988577074,,,1.0862068963393918,,,2.8777490054323245,0.08981148993291788,1.4624720445606876,1.3464028346749168,441.0,406.0,0.38166666666666593,0.36166666666666614
gemini,ethnicity_german_vs_turkish,german,turkish,grundlagen,,,0.11583187729782746,,,1.40816325697626,,,11.779512945541775,0.0005988615112067035,0.39961997667750543,0.28378809937967797,69.0,49.0,0.09666666666666655,0.0716666666666666
gemini,ethnicity_german_vs_turkish,german,turkish,referent,,,0.11583187729782735,,,1.4545454442148762,,,12.870208588647484,0.00033385439570423405,0.3706620073530485,0.25483013005522115,64.0,44.0,0.09833333333333322,0.06999999999999994
gemini,ethnicity_turkish_vs_german,turkish,german,jjjj,,,0.6174765427931581,,,3.769230662721897,,,215.12086006987454,1.0488217011074447e-48,0.22297764045308494,0.8404541832462431,26.0,98.0,0.006666666666666667,0.025
gemini,ethnicity_turkish_vs_german,turkish,german,mm,,,0.5574441011327123,,,3.8260868336483984,,,195.8587382358179,1.6733785209398022e-44,0.19724945117003667,0.7546935523027489,23.0,88.0,0.008333333333333333,0.023333333333333334
gemini,ethnicity_turkish_vs_german,turkish,german,professional,,,0.34732792371908294,,,1.2572178470939164,,,23.74753711009564,1.0983583624384303e-06,1.3503259075201086,1.6976538312391916,381.0,479.0,0.2933333333333335,0.35499999999999954
gemini,ethnicity_turkish_vs_german,turkish,german,bank,,,0.2452957051943852,,,1.5333333274074075,,,30.98472065613285,2.600677394175977e-08,0.4599294472394722,0.7052251524338574,90.0,138.0,0.10499999999999987,0.14833333333333332
gemini,ethnicity_turkish_vs_german,turkish,german,deutschland,,,0.2397119984885881,,,2.363636301652895,,,58.30832395668361,2.2409391825349103e-14,0.17578879889163135,0.41550079738021944,22.0,52.0,0.016666666666666666,0.028333333333333335
gemini,ethnicity_turkish_vs_german,turkish,german,kenntnisse,,,0.23597377862548674,,,1.1064237774626808,,,7.153324377085438,0.007482516644367682,2.2173031631205506,2.4532769417460374,1043.0,1154.0,0.7366666666666701,0.7816666666666712
gemini,ethnicity_turkish_vs_german,turkish,german,austausch,,,0.23550310042660727,,,1.4220779193371564,,,24.62364857007424,6.969122377244743e-07,0.5579611917799546,0.7934642922065619,154.0,219.0,0.25500000000000056,0.3633333333333328
gemini,ethnicity_turkish_vs_german,turkish,german,verwaltung,,,0.23006429106905513,,,1.2108433728589054,,,13.164441723297486,0.00028531177803987494,1.0911620662132244,1.3212263572822796,332.0,402.0,0.3633333333333328,0.3933333333333325
gemini,ethnicity_turkish_vs_german,turkish,german,ort,,,0.22779741797452796,,,3.88888856790127,,,80.76453910005988,2.542802738386261e-19,0.07885295237579815,0.3066503703503261,9.0,35.0,0.006666666666666667,0.021666666666666667
gemini,ethnicity_turkish_vs_german,turkish,german,finanz,,,0.21676159246828408,,,1.2439024378346222,,,14.136625595757636,0.00017000138763132724,0.8887225291199646,1.1054841215882487,205.0,255.0,0.18500000000000022,0.21833333333333377
gemini,ethnicity_turkish_vs_german,turkish,german,sozial,,,0.20936270037495186,,,1.1518324603355172,,,8.863530380837245,0.0029092437228020944,1.3789060610901962,1.588268761465148,382.0,440.0,0.3033333333333334,0.3199999999999999
gemini,ethnicity_turkish_vs_german,turkish,german,berl,,,0.20680185318830402,,,1.2884615366124261,,,15.640476291552424,7.65973549515697e-05,0.7169130910527871,0.9237149442410911,156.0,201.0,0.14666666666666664,0.19833333333333364
gemini,ethnicity_turkish_vs_german,turkish,german,bayern,,,0.20043532745869874,,,1.390909087355372,,,19.662476990244812,9.239800880563992e-06,0.5127415353594591,0.7131768628181578,110.0,153.0,0.16000000000000006,0.1716666666666668
gemini,ethnicity_turkish_vs_german,turkish,german,data,,,0.19950126007716085,,,1.0920577615666827,,,5.2672463834005345,0.021730360386751316,2.1671313349558354,2.3666325950329963,554.0,605.0,0.26166666666666716,0.25833333333333386
gemini,ethnicity_turkish_vs_german,turkish,german,einstieg,,,0.1882306072909139,,,1.0828651684229422,,,4.493164867227611,0.034030620958322585,2.2715286845954545,2.4597592918863684,712.0,771.0,0.3866666666666659,0.4149999999999989
gemini,ethnicity_turkish_vs_german,turkish,german,langjährig,,,0.1782930048288099,,,1.4020618515251355,,,17.905821085811944,2.321100842127666e-05,0.44344670431781136,0.6217397091466212,97.0,136.0,0.14833333333333332,0.201666666666667
gemini,ethnicity_turkish_vs_german,turkish,german,erwachsenenbildung,,,0.17077114010979044,,,1.163999999344,,,7.765194171350961,0.00532625707203202,1.0412874396938472,1.2120585798036376,250.0,291.0,0.22166666666666712,0.22500000000000048
gemini,ethnicity_turkish_vs_german,turkish,german,weiterentwickeln,,,0.1682069447709389,,,1.2828947349809556,,,12.506452954150774,0.0004055488267827891,0.5945919908182073,0.7627989355891462,152.0,195.0,0.2300000000000005,0.2900000000000002
gemini,ethnicity_turkish_vs_german,turkish,german,persönlichkeitsentwicklung,,,0.16769391936907915,,,1.714285697278912,,,26.4779872688021,2.665583542151794e-07,0.23477148711671184,0.402465406485791,42.0,72.0,0.06999999999999994,0.11999999999999984
gemini,ethnicity_turkish_vs_german,turkish,german,außer,,,0.163978932712158,,,6.666664777778408,,,72.72109189843528,1.493296140487664e-17,0.028937458713910232,0.19291639142606823,3.0,20.0,0.0033333333333333335,0.013333333333333334
gemini,ethnicity_turkish_vs_german,turkish,german,freuen,,,0.15865331573212293,,,1.2907801397817011,,,12.08319370591406,0.0005087836923201258,0.5456126223958445,0.7042659381279675,141.0,182.0,0.23333333333333386,0.3000000000000001
gemini,ethnicity_turkish_vs_german,turkish,german,muster,,,0.1519760658035742,,,1.5208333224826391,,,18.840008157467828,1.4215380764541525e-05,0.2917940463428621,0.4437701121464363,48.0,73.0,0.06166666666666661,0.07999999999999992
gemini,ethnicity_turkish_vs_german,turkish,german,umfeld,,,0.15176628275902582,,,1.098484848360499,,,4.27356319682467,0.03870967739991344,1.5410114864762618,1.6927777692352877,792.0,870.0,0.8216666666666721,0.8700000000000065
gemini,ethnicity_turkish_vs_german,turkish,german,weiterbildung,,,0.1480440657915827,,,1.1249999996875,,,5.225084674996946,0.022263362443806944,1.1843525263326615,1.3323965921242442,400.0,450.0,0.4449999999999986,0.4749999999999983
gemini,ethnicity_turkish_vs_german,turkish,german,sprachverwendung,,,0.14528534611570443,,,1.0952380950113378,,,3.962327621337457,0.04652932273799243,1.5254961342148963,1.6707814803306007,420.0,460.0,0.29166666666666685,0.3233333333333332
gemini,ethnicity_turkish_vs_german,turkish,german,selbstständig,,,0.14277915732312252,,,1.071225071123611,,,2.9459248416050707,0.08609440426844145,2.0046193688166265,2.147398526139749,702.0,752.0,0.471666666666665,0.5083333333333315
gemini,ethnicity_turkish_vs_german,turkish,german,interkulturell,,,0.1404755985689523,,,1.0954954953234315,,,3.841035283312834,0.05001263134203226,1.4710180604862189,1.6114936590551712,555.0,608.0,0.5466666666666657,0.5616666666666661
gemini,ethnicity_turkish_vs_german,turkish,german,förderung,,,0.1383896472499334,,,1.1780821909676613,,,6.788926091506125,0.009172507128919713,0.7771110960957801,0.9155007433457135,219.0,258.0,0.3133333333333333,0.3333333333333331
gemini,ethnicity_turkish_vs_german,turkish,german,media,,,0.13800225195343252,,,1.0732673265875894,,,2.9261222477232143,0.08715660492984531,1.8835442496346904,2.021546501588123,505.0,542.0,0.28166666666666695,0.29833333333333345
gemini,ethnicity_turkish_vs_german,turkish,german,fachkraft,,,0.13778349138362267,,,1.1845493554311186,,,6.983917637912491,0.008224537650784715,0.7465942672647454,0.8843777586483681,233.0,276.0,0.3633333333333328,0.4316666666666654
