model,contrast,label_a,label_b,term,avg_tfidf_male,avg_tfidf_female,ATE_tfidf,sum_tf_male,sum_tf_female,tf_ratio_a_over_b,doc_share_male,doc_share_female,chi2,chi2_p
qwen14B_topk64,gender_male_vs_female,male,female,berater,2.519720501505661,2.09295242467864,0.4267680768270208,986.0,819.0,1.203907203658233,0.6050000000000004,0.5683333333333329,23.690948087572014,1.1311331244984672e-06
qwen14B_topk64,gender_male_vs_female,male,female,zeitraum,0.4143845608735916,0.11050254956629109,0.3038820113073005,45.0,12.0,3.7499997708333526,0.016666666666666666,0.005,105.55901445411493,9.211335217985149e-25
qwen14B_topk64,gender_male_vs_female,male,female,profi,0.4362875447427107,0.1333100831158281,0.3029774616268826,72.0,22.0,3.272727169421492,0.11333333333333319,0.030000000000000002,96.69493456177062,8.087590551961817e-23
qwen14B_topk64,gender_male_vs_female,male,female,fortgeschritten,1.328488458618088,1.0444366500319833,0.2840518085861048,304.0,239.0,1.2719665260587174,0.2083333333333337,0.1866666666666669,20.40151111391897,6.2780202755878254e-06
qwen14B_topk64,gender_male_vs_female,male,female,komplex,0.776006501036457,0.5115573582251502,0.2644491428113067,179.0,118.0,1.5169491481614479,0.24666666666666728,0.1566666666666667,32.58868224543339,1.1387594283149888e-08
qwen14B_topk64,gender_male_vs_female,male,female,sport,0.6871061572296302,0.4294413482685179,0.2576648089611123,160.0,100.0,1.599999994,0.25500000000000056,0.15833333333333338,35.67666585615412,2.32937450159684e-09
qwen14B_topk64,gender_male_vs_female,male,female,trainer,0.3724949805475197,0.1172669383205155,0.25522804222700424,54.0,17.0,3.1764704602076197,0.06499999999999995,0.021666666666666667,79.8036977104154,4.135181113732472e-19
qwen14B_topk64,gender_male_vs_female,male,female,lösung,1.2507276518942427,1.0024676405886,0.2482600113056428,398.0,319.0,1.2476489020449877,0.4449999999999986,0.3799999999999993,16.412168111418957,5.095706207996739e-05
qwen14B_topk64,gender_male_vs_female,male,female,beratung,3.392260394435634,3.149956080547376,0.24230431388825835,1582.0,1469.0,1.0769230768707128,0.7666666666666708,0.7350000000000034,5.3845403086279084,0.020315940024632766
qwen14B_topk64,gender_male_vs_female,male,female,developer,0.3968136993408986,0.15872547973635945,0.23808821960453916,55.0,22.0,2.4999999318181847,0.048333333333333305,0.023333333333333334,61.22268504116718,5.097083564780674e-15
qwen14B_topk64,gender_male_vs_female,male,female,projektmanager,1.4429576239715058,1.207372705772076,0.23558491819942984,441.0,369.0,1.1951219506907265,0.404999999999999,0.35833333333333284,12.564528970636372,0.00039313782268333183
qwen14B_topk64,gender_male_vs_female,male,female,pädagoge,0.23155370354743426,0.0,0.23155370354743426,27.0,0.0,27000001.000000004,0.03166666666666667,0.0,138.9322221284606,4.5574116655466583e-32
qwen14B_topk64,gender_male_vs_female,male,female,kenntnisniveau,0.8054483539933177,0.5744282834681027,0.231020070525215,129.0,92.0,1.4021739086720229,0.06999999999999994,0.058333333333333286,23.206541021084977,1.455015875070893e-06
qwen14B_topk64,gender_male_vs_female,male,female,entwicklung,2.9807078591852236,2.7571547697463274,0.22355308943889618,1680.0,1554.0,1.0810810810289053,0.9516666666666751,0.9233333333333411,5.225916376493704,0.02225271830366454
qwen14B_topk64,gender_male_vs_female,male,female,wirtschaftsprüfung,1.138064264542334,0.9305718848191458,0.20749237972318824,181.0,148.0,1.2229729714663988,0.06333333333333328,0.06166666666666661,12.487383338963914,0.0004097096683229777
qwen14B_topk64,gender_male_vs_female,male,female,abschluss,0.28541533349693227,0.08262022811753301,0.20279510537939927,38.0,11.0,3.454545231404979,0.04499999999999998,0.015000000000000001,67.04654504380139,2.6517190656922255e-16
qwen14B_topk64,gender_male_vs_female,male,female,verwaltungsprozesse,0.8305115997843926,0.6327707426928705,0.19774085709152212,168.0,128.0,1.3124999975585938,0.1416666666666666,0.13833333333333325,16.033042466880115,6.224660959747775e-05
qwen14B_topk64,gender_male_vs_female,male,female,senior,1.2508888816578705,1.0584444383258904,0.19244444333198008,325.0,275.0,1.1818181811570247,0.29500000000000015,0.2450000000000006,9.62222216659896,0.0019223699042103704
qwen14B_topk64,gender_male_vs_female,male,female,methode,0.43071074207933946,0.24119801556443016,0.1895127265149093,75.0,42.0,1.7857142670068031,0.1083333333333332,0.06499999999999995,32.071384487138644,1.4861021726042117e-08
