model,contrast,label_a,label_b,term,avg_tfidf_turkish,avg_tfidf_german,ATE_tfidf,sum_tf_turkish,sum_tf_german,tf_ratio_a_over_b,doc_share_turkish,doc_share_german,chi2,chi2_p
qwen4B,ethnicity_turkish_vs_german,turkish,german,international,4.109153544540595,3.682710085885504,0.4264434586550907,1773.0,1589.0,1.1157960981020791,0.6783333333333355,0.675000000000002,14.00337829729984,0.00018248246998538864
qwen4B,ethnicity_turkish_vs_german,turkish,german,professional,2.061513020797336,1.7329227100820104,0.32859031071532563,527.0,443.0,1.1896162523936429,0.26166666666666716,0.25833333333333386,17.073146041291363,3.5967306089143096e-05
qwen4B,ethnicity_turkish_vs_german,turkish,german,webdesign,0.5915640175520327,0.3380365814583044,0.2535274360937283,91.0,52.0,1.7499999855769235,0.06333333333333328,0.04666666666666664,41.48630772442826,1.1869939337130816e-10
qwen4B,ethnicity_turkish_vs_german,turkish,german,berl,0.4669414482505374,0.21454066541240888,0.2524007828381285,74.0,34.0,2.176470553633219,0.08499999999999991,0.03833333333333332,56.08906285291734,6.926133860844646e-14
qwen4B,ethnicity_turkish_vs_german,turkish,german,webentwicklung,0.6482798218492062,0.40040812525980374,0.24787169658940245,102.0,63.0,1.6190476092214665,0.06666666666666661,0.053333333333333295,35.15271333449704,3.0483637484921084e-09
qwen4B,ethnicity_turkish_vs_german,turkish,german,robotertechnik,0.7643442327218662,0.5194572455391324,0.24488698718273383,103.0,70.0,1.4714285646938776,0.03333333333333333,0.030000000000000002,28.027528012821563,1.196019223916981e-07
qwen4B,ethnicity_turkish_vs_german,turkish,german,strategisch,1.8094123460580476,1.5645533818287518,0.24485896422929576,569.0,492.0,1.1565040647225526,0.40166666666666573,0.404999999999999,10.662096274640534,0.0010935338772202414
qwen4B,ethnicity_turkish_vs_german,turkish,german,nachhaltigkeit,2.542631170156577,2.3123673779612743,0.23026379219530257,784.0,713.0,1.0995792424970838,0.39499999999999913,0.38166666666666593,6.552596892130868,0.010473118978249214
qwen4B,ethnicity_turkish_vs_german,turkish,german,softwareentwicklung,0.5549725590165424,0.3253287414924559,0.22964381752408652,87.0,51.0,1.7058823391003464,0.0716666666666666,0.04666666666666664,35.9442496994222,2.0304471709005252e-09
qwen4B,ethnicity_turkish_vs_german,turkish,german,ki,0.4239929234066032,0.21199646170330172,0.2119964617033015,60.0,30.0,1.9999999666666677,0.04999999999999997,0.028333333333333335,42.39929234066035,7.44169605778407e-11
qwen4B,ethnicity_turkish_vs_german,turkish,german,data,2.6771060457013727,2.4669036450759316,0.21020240062544104,675.0,622.0,1.085209003078442,0.26166666666666716,0.24166666666666725,5.153767417030853,0.023195993624232653
qwen4B,ethnicity_turkish_vs_german,turkish,german,beratung,2.2610347694957773,2.054019695475357,0.2070150740204202,841.0,764.0,1.100785340182218,0.5383333333333322,0.544999999999999,5.95893857927947,0.014642853897783081
qwen4B,ethnicity_turkish_vs_german,turkish,german,organisation,1.4567653520752943,1.276578442699105,0.18018690937618942,477.0,418.0,1.1411483250211762,0.45333333333333187,0.4166666666666656,7.126945912756478,0.007593395804223907
qwen4B,ethnicity_turkish_vs_german,turkish,german,familienunternehmen,0.4248245957350016,0.25713067636592246,0.16769391936907913,76.0,46.0,1.6521738988657848,0.11999999999999984,0.06999999999999994,24.741725808552793,6.554959562267344e-07
qwen4B,ethnicity_turkish_vs_german,turkish,german,annähernd,1.8260867492478385,1.666742355770715,0.15934439347712348,573.0,523.0,1.095602294272271,0.4233333333333322,0.3799999999999993,4.361616609775307,0.03675740777288585
qwen4B,ethnicity_turkish_vs_german,turkish,german,lösung,0.7764154968753384,0.619166788647421,0.15724870822791737,158.0,126.0,1.253968251952633,0.15333333333333335,0.13166666666666654,10.630898584422573,0.0011121366180050802
qwen4B,ethnicity_turkish_vs_german,turkish,german,wertschätzung,0.35967111554433284,0.20823064584145567,0.15144046970287717,57.0,33.0,1.7272727052341605,0.07333333333333326,0.04999999999999997,24.230475152460333,8.546912935078776e-07
qwen4B,ethnicity_turkish_vs_german,turkish,german,analytics,1.4308827009685183,1.2833229224311395,0.14755977853737878,320.0,287.0,1.1149825779965763,0.19166666666666693,0.1800000000000002,4.813317322965602,0.028240631087759514
qwen4B,ethnicity_turkish_vs_german,turkish,german,mediz,0.9559461823433225,0.809681192695164,0.14626498964815848,183.0,155.0,1.18064516012487,0.11999999999999984,0.11666666666666652,7.269975816831595,0.007011674743326765
qwen4B,ethnicity_turkish_vs_german,turkish,german,online,0.985303114787014,0.840542941524467,0.1447601732625471,211.0,180.0,1.172222221265432,0.16666666666666677,0.1633333333333334,6.8862895720802495,0.008685937982595633
qwen4B,ethnicity_turkish_vs_german,turkish,german,interdisziplinär,0.42615956786406267,0.2821867408829604,0.14397282698110225,74.0,49.0,1.510204071220325,0.09666666666666655,0.07499999999999993,17.557661826963663,2.7872542522864334e-05
qwen4B,ethnicity_turkish_vs_german,turkish,german,kenntnisse,1.97772548160041,1.8351391317921044,0.14258634980830553,749.0,695.0,1.0776978416148233,0.5783333333333331,0.5366666666666655,3.1993059098262453,0.07366952938205124
qwen4B,ethnicity_turkish_vs_german,turkish,german,finanzwesen,0.7358138446481837,0.5961703412842947,0.13964350336388898,137.0,111.0,1.2342342321240158,0.11333333333333319,0.10333333333333321,8.784026824502721,0.0030387963782928943
qwen4B,ethnicity_turkish_vs_german,turkish,german,mehrere,0.6552529641093229,0.516549781925598,0.1387031821837249,137.0,108.0,1.2685185160322359,0.1633333333333334,0.14499999999999996,9.85075661223198,0.001697619241845829
qwen4B,ethnicity_turkish_vs_german,turkish,german,professionalität,0.2897183182036264,0.15175721429713768,0.13796110390648875,42.0,22.0,1.9090908677685967,0.053333333333333295,0.03333333333333333,25.867706982466665,3.6563513939857626e-07
qwen4B,ethnicity_turkish_vs_german,turkish,german,forschung,0.837275194512781,0.7080313725410093,0.12924382197177164,149.0,126.0,1.182539681090955,0.10333333333333321,0.08333333333333325,6.48568997531071,0.010874632058967429
qwen4B,ethnicity_turkish_vs_german,turkish,german,sales,1.365915573011114,1.2368877175800976,0.12902785543101647,307.0,278.0,1.1043165463873506,0.18166666666666687,0.19500000000000028,3.8377515974353775,0.050110676636067567
qwen4B,ethnicity_turkish_vs_german,turkish,german,systems,0.94235115612127,0.8138487257410969,0.12850243038017306,132.0,114.0,1.1578947354570637,0.03666666666666666,0.03833333333333332,5.641570114251509,0.017539492964596018
qwen4B,ethnicity_turkish_vs_german,turkish,german,technik,0.4545871552576633,0.32653443546677224,0.12805271979089106,71.0,51.0,1.392156855055748,0.06166666666666661,0.05499999999999996,12.59534948762865,0.00038670773817631643
qwen4B,ethnicity_turkish_vs_german,turkish,german,bildung,2.7493286053778285,2.621594311765137,0.12773429361269173,904.0,862.0,1.0487238978553086,0.4449999999999986,0.4316666666666654,1.8227090594789122,0.17699114810365096
