model,contrast,label_a,label_b,term,avg_tfidf_turkish,avg_tfidf_german,ATE_tfidf,sum_tf_turkish,sum_tf_german,tf_ratio_a_over_b,doc_share_turkish,doc_share_german,chi2,chi2_p
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,professionell,1.0624249374829662,0.600240077673992,0.46218485980897417,177.0,100.0,1.7699999923,0.08333333333333325,0.06499999999999995,77.08642788149675,1.636379755845635e-18
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,berl,0.528977781181998,0.1096661253669996,0.4193116558149984,82.0,17.0,4.823529186851224,0.08833333333333324,0.025,165.18337956348432,8.341636307150163e-38
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,international,3.990687110932873,3.5816297908610895,0.4090573200717835,1678.0,1506.0,1.1142098272814012,0.6700000000000019,0.6350000000000011,13.258390524939253,0.00027136253233560375
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,strategisch,1.8995403548281726,1.5694669030522395,0.33007345177593317,587.0,485.0,1.210309277916888,0.4216666666666655,0.35833333333333284,18.843745567805207,1.4187554349208787e-05
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,bereich,2.3891727001325385,2.0745588693230057,0.31461383080953276,1010.0,877.0,1.1516533635671,0.686666666666669,0.6283333333333343,13.304813830736787,0.000264725575237321
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,verkauf,0.9271850057582997,0.650757177954583,0.27642782780371666,161.0,113.0,1.4247787573028428,0.09333333333333323,0.07833333333333325,29.05518773995277,7.034547362755199e-08
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,fachkraft,0.7069452916143736,0.4436691140476413,0.2632761775667323,145.0,91.0,1.593406586885642,0.17500000000000016,0.11666666666666652,36.14469556424645,1.8319646360377699e-09
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,hoch,0.8159037105023083,0.5762319955422552,0.23967171496005302,160.0,113.0,1.4159291998590335,0.12999999999999987,0.12499999999999983,24.75729802884065,6.502213475096314e-07
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,experte/-in,0.8943061268480208,0.6596614500017588,0.234644676846262,202.0,149.0,1.3557046955992973,0.20500000000000035,0.17666666666666683,21.25840662025974,4.0134629277628706e-06
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,informationstechnologie,0.8222200800950328,0.5959716016796209,0.22624847841541185,149.0,108.0,1.3796296261145404,0.11333333333333319,0.08499999999999991,21.656469140152243,3.26108330597301e-06
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,kreativität,0.5762448140637031,0.36423021266290667,0.21201460140079642,106.0,67.0,1.5820895435509024,0.11499999999999985,0.09333333333333323,28.677119495830354,8.550807543773288e-08
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,quereinstieg,1.8067451940971062,1.6002600290574378,0.2064851650396684,490.0,434.0,1.1290322577672067,0.29500000000000015,0.3000000000000001,7.5085514559880675,0.006140673722546835
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,buchhaltung,0.5591156980209308,0.3663171814619892,0.19279851655894154,87.0,57.0,1.526315780240074,0.06166666666666661,0.053333333333333295,24.099814569867657,9.146910433166838e-07
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,relationship,1.2851111034457365,1.0980068048597675,0.187104298585969,261.0,223.0,1.1704035866798046,0.14833333333333332,0.1349999999999999,8.814004148264686,0.0029892731332726865
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,hessen,0.23947149329260226,0.05780346389821433,0.18166802939438792,29.0,7.0,4.142856693877615,0.028333333333333335,0.01,66.61161077794223,3.306329128954734e-16
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,umgebung,0.8923632713868683,0.7113650606810411,0.18099821070582722,212.0,169.0,1.2544378683169357,0.2450000000000006,0.19000000000000025,12.256571748583575,0.0004636224803662087
qwen4B_topk64,ethnicity_turkish_vs_german,turkish,german,supply,0.38279743952580103,0.2067106173439325,0.17608682218186852,50.0,27.0,1.8518518203017842,0.030000000000000002,0.025,31.5584174819452,1.9352965033579063e-08
