model,contrast,label_a,label_b,term,avg_tfidf_german,avg_tfidf_turkish,ATE_tfidf,sum_tf_german,sum_tf_turkish,tf_ratio_a_over_b,doc_share_german,doc_share_turkish,chi2,chi2_p
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,media,1.6718948556367497,1.384927828176711,0.28696702746003866,402.0,333.0,1.2072072065849633,0.22666666666666715,0.22166666666666712,16.163857056932883,5.80920193415429e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,social,2.3068265469452918,2.0317577988000535,0.2750687481452383,738.0,650.0,1.1353846151763314,0.4149999999999989,0.4183333333333322,10.463710304083927,0.0012174251150369052
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,sozial,1.9794650015566193,1.7250510044913485,0.2544139970652708,638.0,556.0,1.1474820141232338,0.4149999999999989,0.42999999999999877,10.483390833845142,0.0012045248269447143
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,personalwesen,2.07904335567265,1.827857820135992,0.2511855355366579,538.0,473.0,1.1374207185255376,0.27166666666666706,0.2633333333333338,9.689649738802846,0.001853088602505836
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,jahr,2.355520822713366,2.1053550991654695,0.2501657235478967,951.0,850.0,1.1188235292719724,0.6400000000000012,0.5900000000000001,8.417569598557712,0.003716122114148584
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,consultant,1.0812521772604318,0.8524394758484732,0.22881270141195853,241.0,190.0,1.2684210512188365,0.19166666666666693,0.17666666666666683,16.245170912310822,5.56512594619227e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,tätig,0.9817440397394708,0.7603294265216324,0.2214146132178384,235.0,182.0,1.291208789608743,0.22500000000000048,0.21833333333333377,16.884855396468183,3.971721328351711e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,alt,0.31449550019331346,0.10483183339777119,0.20966366679554227,48.0,16.0,2.9999998750000074,0.07999999999999992,0.02666666666666667,62.89910003866272,2.175716185390128e-15
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,politikwissenschaft,0.9780530334977467,0.769822387656291,0.20823064584145579,155.0,122.0,1.2704918010615427,0.06333333333333328,0.05999999999999995,14.884356634154567,0.00011430697447567721
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,online,1.0153603355068346,0.8159973472566342,0.19936298825020038,219.0,176.0,1.2443181804300103,0.17333333333333348,0.1633333333333334,13.021683789506795,0.0003079048418817008
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,information,0.578572373749675,0.382176246880519,0.19639612686915597,109.0,72.0,1.5138888817515432,0.1266666666666665,0.09833333333333322,24.088364732018036,9.201459797688323e-07
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,selbstreflexion,0.8205298313926565,0.6274639887120307,0.19306584268062577,204.0,156.0,1.3076923057199212,0.27166666666666706,0.2150000000000004,15.445267414450083,8.492934903865926e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,gesellschaft,0.5374501014228462,0.34466908678204267,0.19278101464080355,92.0,59.0,1.5593220244182708,0.09833333333333322,0.06499999999999995,25.278570131707962,4.961910751779167e-07
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,design,0.6167764605984313,0.43771232687630585,0.17906413372212543,93.0,66.0,1.409090902892562,0.058333333333333286,0.043333333333333314,18.24427022829199,1.9430957593234727e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,senior,1.1294307459462039,0.9533597931561115,0.17607095279009233,263.0,222.0,1.1846846838527716,0.22000000000000045,0.1933333333333336,8.930609151827445,0.0028043080346418017
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,leiter,0.5613148547126977,0.38692577363690794,0.17438908107578976,103.0,71.0,1.450704219004166,0.11333333333333319,0.09333333333333323,19.242933084225122,1.1509563149284796e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,thema,0.4017054384527395,0.22866309573463617,0.17304234271810331,65.0,37.0,1.756756736303872,0.08333333333333325,0.04999999999999997,28.50109174180516,9.364566927712945e-08
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,denken,0.712446316007559,0.5396043103489204,0.1728420056586386,169.0,128.0,1.3203124974975586,0.24666666666666728,0.1866666666666669,14.316206529301517,0.0001545287592696934
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,nachhaltigkeit,2.525499007197044,2.3532320221501424,0.1722669850469014,777.0,724.0,1.0732044197883917,0.3999999999999991,0.3733333333333327,3.6496269983287375,0.05608176997498278
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,vorausschauend,0.5660247508373908,0.3967011074244957,0.16932364341289508,117.0,82.0,1.426829263087448,0.17666666666666683,0.1216666666666665,17.868324179250212,2.367287286721556e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,organisierend,0.5142442874839083,0.34632778544834664,0.16791650203556163,98.0,66.0,1.4848484775022959,0.1283333333333332,0.10499999999999987,19.658517311480487,9.25896770386783e-06
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,überblickend,0.29016048116618165,0.12331820449562719,0.16684227667055446,40.0,17.0,2.3529410968858175,0.043333333333333314,0.02666666666666667,40.39339329918687,2.076420573147817e-10
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,gut,3.0013416362223615,2.836936935129927,0.16440470109243455,785.0,742.0,1.0579514824016827,0.27500000000000036,0.2733333333333337,2.777761157946803,0.09558169652717444
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,verbinden,0.31301034654167753,0.1497006005199328,0.16330974602174472,46.0,22.0,2.090909041322316,0.05666666666666662,0.034999999999999996,34.58324033401653,4.0840748538554055e-09
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,niveau,0.4440450298499292,0.28327010524909274,0.16077492460083648,58.0,37.0,1.567567552227904,0.03333333333333333,0.021666666666666667,21.323832104953055,3.878792806142671e-06
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,strategieentwicklung,0.42908133082481814,0.2713308415509877,0.15775048927383045,68.0,43.0,1.5813953353163877,0.07999999999999992,0.043333333333333314,21.31763368565276,3.89135460457598e-06
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,hintergrund,0.5654370501716258,0.4083712029017298,0.15706584726989603,108.0,78.0,1.3846153796844183,0.12999999999999987,0.10499999999999987,15.199920703538378,9.670748144184113e-05
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,professional,1.7406995461697246,1.5882880651686895,0.15241148100103508,434.0,396.0,1.0959595957172736,0.26166666666666716,0.22833333333333383,4.186725020269425,0.040741730348947854
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,webentwicklung,0.6140261042633278,0.46365236444373736,0.15037373981959046,98.0,74.0,1.3243243199415633,0.06666666666666661,0.05999999999999995,12.58942938024476,0.00038793456465619706
qwen4B_topk64,ethnicity_german_vs_turkish,german,turkish,empathisch,0.5814842808319921,0.4348491143613163,0.14663516647067582,115.0,86.0,1.337209298404543,0.14833333333333332,0.11333333333333319,12.693790530297374,0.00036687181841804807
