model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p
qwen14B,gender_female_vs_male,female,male,vertrieb,0.6370753251380522,0.451744321461528,0.18533100367652422,110.0,78.0,1.4102564049967128,0.08499999999999991,0.08333333333333325,18.927421652070606,1.3578677964961915e-05
qwen14B,gender_female_vs_male,female,male,niveau,1.2060372172057272,1.0220654383099383,0.18397177889578886,236.0,200.0,1.1799999991,0.13666666666666658,0.11666666666666652,9.11419822052531,0.002536331002528934
qwen14B,gender_female_vs_male,female,male,erfahrene,0.1997599987404902,0.01598079989923921,0.183779198841251,25.0,2.0,12.499994250002874,0.04166666666666665,0.0033333333333333335,93.93159051886163,3.266194375857074e-22
qwen14B,gender_female_vs_male,female,male,pädagog,0.23789361628004438,0.05550851046534369,0.1823851058147007,30.0,7.0,4.285713816326598,0.034999999999999996,0.011666666666666667,68.02471514169916,1.61459023306439e-16
qwen14B,gender_female_vs_male,female,male,work,0.7932257146210109,0.6131420388692134,0.1800836757517975,185.0,143.0,1.2937062916524036,0.2233333333333338,0.19166666666666693,13.835697039467323,0.00019950955947540926
qwen14B,gender_female_vs_male,female,male,studium,0.4854536258806543,0.30697802813041375,0.17847559775024058,68.0,43.0,1.5813953353163877,0.04166666666666665,0.03333333333333333,24.118324020302772,9.059412624879392e-07
qwen14B,gender_female_vs_male,female,male,erstellung,1.749530496005509,1.57327182663182,0.17625866937368895,804.0,723.0,1.1120331948657909,0.7483333333333371,0.7250000000000032,5.609804408357215,0.017860256459622935
qwen14B,gender_female_vs_male,female,male,pädagogisch,0.7831599703174377,0.6084983942034765,0.17466157611396116,139.0,108.0,1.2870370343792867,0.09833333333333322,0.08666666666666657,13.152653100079629,0.00028711242116819983
qwen14B,gender_female_vs_male,female,male,medium,0.9893712804215172,0.8200194396286445,0.1693518407928727,222.0,184.0,1.206521738008034,0.19166666666666693,0.18333333333333354,9.510398941077511,0.002043107395713318
qwen14B,gender_female_vs_male,female,male,nürnberg,0.7266736505993454,0.5589797312302657,0.16769391936907974,130.0,100.0,1.299999997,0.09999999999999988,0.0899999999999999,13.123871950623652,0.000291556852058634
qwen14B,gender_female_vs_male,female,male,bringen,1.1788981479358238,1.0128957834293473,0.16600236450647654,419.0,360.0,1.163888888433642,0.5399999999999989,0.4649999999999984,7.543624779883426,0.006022276800859872
qwen14B,gender_female_vs_male,female,male,projektorganisation,0.4758220534965722,0.31155015407513686,0.16427189942143533,84.0,55.0,1.5272727176859506,0.10499999999999987,0.07666666666666659,20.563532733330746,5.768455509259818e-06
qwen14B,gender_female_vs_male,female,male,beruflich,0.7618761892501092,0.6019242821147271,0.1599519071353821,181.0,143.0,1.265734263875984,0.24333333333333393,0.19166666666666693,11.255874946563985,0.0007937140054560392
qwen14B,gender_female_vs_male,female,male,interkulturell,2.103791629511837,1.948442810811963,0.15534881869987416,799.0,740.0,1.0797297296219868,0.5866666666666667,0.5333333333333321,3.573325654305182,0.058714611559732885
qwen14B,gender_female_vs_male,female,male,marketing,4.432492296588538,4.278037540710654,0.15445475587788327,1234.0,1191.0,1.0361041141594425,0.3066666666666667,0.3233333333333332,1.6432712171750086,0.19987723435400426
qwen14B,gender_female_vs_male,female,male,tätigkeit,0.6972169029836317,0.5471828858858879,0.15003401709774378,158.0,124.0,1.2741935461758584,0.20333333333333367,0.18166666666666687,10.853524641113335,0.0009860789253701631
qwen14B,gender_female_vs_male,female,male,gelegenheit,0.5185063229282412,0.37447678878150736,0.1440295341467338,108.0,78.0,1.3846153796844183,0.17666666666666683,0.1283333333333332,13.938342014200014,0.00018890553972313165
qwen14B,gender_female_vs_male,female,male,yoga,0.3449345316769481,0.20220300132786614,0.14273153034908195,58.0,34.0,1.7058823321799315,0.09666666666666655,0.05666666666666662,22.340587358986717,2.283294268882346e-06
qwen14B,gender_female_vs_male,female,male,arbeitsweise,0.38783015087390843,0.24680100510157787,0.14102914577233056,66.0,42.0,1.5714285578231295,0.09833333333333322,0.06166666666666661,18.80388610297743,1.4487164163689689e-05
