model,contrast,label_a,label_b,term,avg_tfidf_male,avg_tfidf_female,ATE_tfidf,sum_tf_male,sum_tf_female,tf_ratio_a_over_b,doc_share_male,doc_share_female,chi2,chi2_p
qwen14B,gender_male_vs_female,male,female,deutschland,2.017816710994787,1.6784057670012091,0.33941094399357774,541.0,450.0,1.2022222217728395,0.3033333333333334,0.276666666666667,18.70013879116987,1.5297135243161e-05
qwen14B,gender_male_vs_female,male,female,beratung,3.524410053909499,3.1879406952885314,0.3364693586209677,1655.0,1497.0,1.1055444221071848,0.7766666666666711,0.7383333333333368,10.119700252940287,0.0014669285471333564
qwen14B,gender_male_vs_female,male,female,digitalisierung,1.4275111010474193,1.130414882047703,0.2970962189997164,394.0,312.0,1.2628205119781395,0.32166666666666655,0.2966666666666668,20.704155771651685,5.359954742734546e-06
qwen14B,gender_male_vs_female,male,female,berater,2.4076032134748018,2.113993065490071,0.29361014798473084,943.0,828.0,1.1388888887211488,0.5916666666666668,0.5833333333333333,11.439356414989653,0.0007190469193458161
qwen14B,gender_male_vs_female,male,female,lösung,1.2483828038692861,0.9879059847413411,0.26047681912794507,393.0,311.0,1.263665594007506,0.438333333333332,0.3699999999999994,18.2037777004186,1.984847500578387e-05
qwen14B,gender_male_vs_female,male,female,unternehmen,2.2232816268700026,1.9801714666126087,0.24311016025739396,1134.0,1010.0,1.1227722771061661,0.8583333333333396,0.8183333333333387,8.436285411916876,0.003678067956525437
qwen14B,gender_male_vs_female,male,female,anwendung,0.9924074532915078,0.7592188167257438,0.23318863656576405,183.0,140.0,1.3071428549489796,0.10166666666666654,0.1083333333333332,18.626213075531602,1.5901895512870136e-05
qwen14B,gender_male_vs_female,male,female,entwicklung,3.082442497221993,2.8521659106648185,0.2302765865571743,1700.0,1573.0,1.0807374443224809,0.9233333333333411,0.9083333333333408,5.361159760359429,0.020590076286837847
qwen14B,gender_male_vs_female,male,female,fach,0.36729634814734413,0.1393193044696823,0.22797704367766183,58.0,22.0,2.636363561983474,0.08666666666666657,0.034999999999999996,61.553801792968585,4.308090188819351e-15
qwen14B,gender_male_vs_female,male,female,pädagoge,0.21903597882166148,0.0,0.21903597882166148,25.0,0.0,25000001.000000004,0.028333333333333335,0.0,131.42158729299683,2.002293132706026e-30
qwen14B,gender_male_vs_female,male,female,profi,0.357223716148579,0.14033788848694176,0.21688582766163725,56.0,22.0,2.5454544752066144,0.08833333333333324,0.030000000000000002,56.72398569612048,5.0148126314842884e-14
qwen14B,gender_male_vs_female,male,female,sport,0.6851320107118006,0.4762503001289356,0.20888171058286503,164.0,114.0,1.4385964873807326,0.26166666666666716,0.18166666666666687,22.541191789518088,2.056854533027107e-06
qwen14B,gender_male_vs_female,male,female,consultant,0.8514560354476995,0.643429844969,0.20802619047869952,176.0,133.0,1.3233082682458026,0.1633333333333334,0.1349999999999999,17.369177069095308,3.077769545780101e-05
qwen14B,gender_male_vs_female,male,female,politisch,0.9240802821008608,0.7180353543351282,0.20604492776573258,148.0,115.0,1.2869565192438563,0.06833333333333327,0.05999999999999995,15.512127641678763,8.197761424464373e-05
qwen14B,gender_male_vs_female,male,female,bildungspolitik,0.36266704427067037,0.17461746575995246,0.1880495785107179,54.0,26.0,2.07692303550296,0.05999999999999995,0.03666666666666666,39.49041148725074,3.29674205371095e-10
qwen14B,gender_male_vs_female,male,female,projektmanager,1.4413545699009305,1.255057040457953,0.1862975294429774,441.0,384.0,1.148437499613444,0.37833333333333263,0.3866666666666659,7.722879402363331,0.0054525365307512615
qwen14B,gender_male_vs_female,male,female,erfahrener,0.18329792735531836,0.0,0.18329792735531836,22.0,0.0,22000001.000000004,0.03666666666666666,0.0,109.97875641319106,9.904652127631017e-26
qwen14B,gender_male_vs_female,male,female,sozial,2.0562937993423254,1.882438055374608,0.1738557439677173,686.0,628.0,1.0923566877510245,0.4449999999999986,0.4549999999999985,4.604398698688435,0.03189003488185075
qwen14B,gender_male_vs_female,male,female,öffentlich,1.1072439584713096,0.9379007648227563,0.16934319364855333,255.0,216.0,1.1805555547196502,0.21333333333333374,0.18833333333333357,8.41322872903628,0.0037250053018064847
qwen14B,gender_male_vs_female,male,female,führung,0.6764850371539706,0.5130389879087152,0.1634460492452554,149.0,113.0,1.3185840679771321,0.20333333333333367,0.15333333333333335,13.474941464494336,0.00024177073306785974
qwen14B,gender_male_vs_female,male,female,trainer,0.37249498054751967,0.21383971105505767,0.158655269492462,54.0,31.0,1.7419354599375656,0.05166666666666663,0.034999999999999996,25.75814963524683,3.8698944838870756e-07
qwen14B,gender_male_vs_female,male,female,strategie,0.9371227346081508,0.7789072079859953,0.15821552662215543,231.0,192.0,1.2031249989420574,0.24166666666666725,0.23500000000000054,8.752348281225714,0.0030920364179414933
qwen14B,gender_male_vs_female,male,female,science,1.2351195036485925,1.0788694459581063,0.15625005769048617,332.0,290.0,1.144827585707491,0.31499999999999995,0.26833333333333376,6.330388189389449,0.011868633610610158
qwen14B,gender_male_vs_female,male,female,tennis,0.17861070373328927,0.024356005054539453,0.15425469867874983,22.0,3.0,7.333331222222926,0.03666666666666666,0.005,70.34014259750995,4.991163295128204e-17
qwen14B,gender_male_vs_female,male,female,ag,0.8133809455893892,0.6593043788037354,0.15407656678565385,227.0,184.0,1.233695650903828,0.3499999999999996,0.2833333333333336,9.67195966683682,0.0018710163471705847
qwen14B,gender_male_vs_female,male,female,führungskraft,0.26588958071881286,0.11195350767107909,0.15393607304773377,38.0,16.0,2.374999914062505,0.05666666666666662,0.025,37.62881785611259,8.557087960151668e-10
qwen14B,gender_male_vs_female,male,female,entwickeln,0.7211658317491926,0.5704136522309988,0.15075217951819375,177.0,140.0,1.2642857123979592,0.2666666666666671,0.20500000000000035,10.557408155532704,0.0011572334717241761
qwen14B,gender_male_vs_female,male,female,solutions,0.6001360683909731,0.45010205129323066,0.15003401709774244,136.0,102.0,1.3333333300653596,0.21833333333333377,0.16666666666666677,12.860058608377827,0.00033567008024198075
qwen14B,gender_male_vs_female,male,female,produktion,0.267624256994745,0.11806952514474044,0.14955473185000456,34.0,15.0,2.2666665822222276,0.03166666666666667,0.016666666666666666,34.79436618551125,3.6643229655150915e-09
qwen14B,gender_male_vs_female,male,female,technik,0.39654291286454946,0.24702673260414557,0.1495161802604039,61.0,38.0,1.6052631419667596,0.06166666666666661,0.048333333333333305,20.841649369632027,4.988624930933821e-06
