model,contrast,label_a,label_b,term,avg_tfidf_german,avg_tfidf_turkish,ATE_tfidf,sum_tf_german,sum_tf_turkish,tf_ratio_a_over_b,doc_share_german,doc_share_turkish,chi2,chi2_p
qwen14B,ethnicity_german_vs_turkish,german,turkish,muttersprache,2.1647731462255253,1.7024472230366605,0.4623259231888648,796.0,626.0,1.271565494773857,0.5900000000000001,0.47333333333333166,33.16261896291541,8.476448778994404e-09
qwen14B,ethnicity_german_vs_turkish,german,turkish,fortgeschritten,1.4105431431543678,1.089965156073829,0.32057798708053875,330.0,255.0,1.294117645905421,0.22166666666666712,0.19666666666666696,24.659845160041534,6.839445939570261e-07
qwen14B,ethnicity_german_vs_turkish,german,turkish,sales,0.9034773343351706,0.6498696615393332,0.2536076727958374,171.0,123.0,1.3902438992663098,0.1216666666666665,0.10666666666666653,24.843200600408636,6.218801151149743e-07
qwen14B,ethnicity_german_vs_turkish,german,turkish,fach-mann/-frau,0.42484828124442303,0.19148091549044408,0.23336736575397896,71.0,32.0,2.218749961914064,0.10166666666666654,0.048333333333333305,53.01744037517569,3.3059989904996854e-13
qwen14B,ethnicity_german_vs_turkish,german,turkish,weiterbildung,1.4106461463497442,1.1844665954582239,0.2261795508915203,474.0,398.0,1.190954773389561,0.4849999999999982,0.4266666666666655,11.827737982400391,0.0005835484241616606
qwen14B,ethnicity_german_vs_turkish,german,turkish,anwendung,0.9869844617434672,0.7646418082737846,0.22234265346968263,182.0,141.0,1.2907801397817011,0.1216666666666665,0.08833333333333324,16.933836765802447,3.8705466144580505e-05
qwen14B,ethnicity_german_vs_turkish,german,turkish,mitarbeiter,0.8644352193333716,0.6463067060436424,0.21812851328972926,214.0,160.0,1.337499997890625,0.2666666666666671,0.2150000000000004,18.896694734190305,1.3799154903163082e-05
qwen14B,ethnicity_german_vs_turkish,german,turkish,trainer,0.4000872013288175,0.18624749027375986,0.2138397110550576,58.0,27.0,2.148148105624144,0.053333333333333295,0.03333333333333333,46.793160301459736,7.888825693769902e-12
qwen14B,ethnicity_german_vs_turkish,german,turkish,hoch,0.9518705828501846,0.7487517555474258,0.20311882730275876,239.0,188.0,1.2712765943017204,0.26166666666666716,0.23666666666666722,14.556056476497403,0.0001360506229634866
qwen14B,ethnicity_german_vs_turkish,german,turkish,mehr,0.5304551195748651,0.33756234882036884,0.1928927707544963,99.0,63.0,1.5714285623582769,0.12499999999999983,0.09333333333333323,25.719036100599546,3.9491241440186097e-07
qwen14B,ethnicity_german_vs_turkish,german,turkish,münchen,2.5842793281311938,2.401576789584246,0.18270253854694785,1075.0,999.0,1.076076075999924,0.6600000000000017,0.6250000000000009,4.016989275670776,0.045044055865889464
qwen14B,ethnicity_german_vs_turkish,german,turkish,konzept,0.7323445016223882,0.5600281482994739,0.17231635332291428,170.0,130.0,1.307692305325444,0.22833333333333383,0.18166666666666687,13.785308265833365,0.00020493256310046817
qwen14B,ethnicity_german_vs_turkish,german,turkish,komplex,0.732184544522046,0.5606441655197378,0.17154037900230812,175.0,134.0,1.305970146970372,0.2500000000000006,0.19166666666666693,13.65661269727126,0.0002194670508377244
qwen14B,ethnicity_german_vs_turkish,german,turkish,verwaltung,1.8173382366956308,1.647078442626387,0.17025979406924385,491.0,445.0,1.10337078628456,0.3000000000000001,0.2900000000000002,5.020481107170059,0.02504920824387069
qwen14B,ethnicity_german_vs_turkish,german,turkish,innen,0.30235276744888784,0.1335977344541597,0.16875503299472813,43.0,19.0,2.263157828254851,0.04999999999999997,0.030000000000000002,39.19471734071106,3.835766533710433e-10
qwen14B,ethnicity_german_vs_turkish,german,turkish,zeitraum,0.4253990490829048,0.25701192548758833,0.1683871235953165,48.0,29.0,1.655172391200952,0.016666666666666666,0.01,24.93004167515073,5.944878344157713e-07
qwen14B,ethnicity_german_vs_turkish,german,turkish,new,1.0010647011115728,0.8335558666626242,0.1675088344489486,251.0,209.0,1.2009569368375266,0.27166666666666706,0.22500000000000048,9.176570930681564,0.0024513286890618124
qwen14B,ethnicity_german_vs_turkish,german,turkish,level,0.7599234789255402,0.5952733918250063,0.16465008710053397,120.0,94.0,1.2765957417383431,0.06499999999999995,0.05666666666666662,12.002529713870697,0.0005312838554308647
qwen14B,ethnicity_german_vs_turkish,german,turkish,deutschland,1.928301736754722,1.7679207412412734,0.16038099551344853,517.0,474.0,1.0907172993866723,0.30833333333333335,0.27166666666666706,4.175408359482339,0.041014677569789805
