model,contrast,label_a,label_b,term,avg_tfidf_german,avg_tfidf_turkish,ATE_tfidf,sum_tf_german,sum_tf_turkish,tf_ratio_a_over_b,doc_share_german,doc_share_turkish,chi2,chi2_p
qwen8B,ethnicity_german_vs_turkish,german,turkish,fokus,2.2197681637518856,2.065536250879064,0.15423191287282156,1137.0,1058.0,1.0746691870749818,0.861666666666673,0.8233333333333388,3.330566136752406,0.06800346302089846
qwen8B,ethnicity_german_vs_turkish,german,turkish,leitung,0.7806884711770329,0.628359013386392,0.1523294577906409,205.0,165.0,1.2424242409550046,0.30166666666666675,0.25166666666666726,9.8808296945279,0.0016700961455575966
qwen8B,ethnicity_german_vs_turkish,german,turkish,kritisch,0.3606423557980199,0.21774632802899319,0.1428960277690267,53.0,32.0,1.656249979492188,0.05499999999999996,0.03666666666666666,21.18223470458512,4.1761765021461035e-06
qwen8B,ethnicity_german_vs_turkish,german,turkish,leiter,0.2729684366948641,0.13279545568939338,0.1401729810054707,37.0,18.0,2.055555496913583,0.04499999999999998,0.02,29.0540360629521,7.03873052217214e-08
qwen8B,ethnicity_german_vs_turkish,german,turkish,treiber,0.27288667494825536,0.13294479035940643,0.13994188458884893,39.0,19.0,2.052631523545709,0.05499999999999996,0.02666666666666667,28.953493363210075,7.413699193527286e-08
qwen8B,ethnicity_german_vs_turkish,german,turkish,kunst,0.41932733359108465,0.2882875418438708,0.13103979174721386,64.0,44.0,1.4545454442148762,0.06666666666666661,0.03999999999999999,14.559976860801534,0.00013576783916217474
qwen8B,ethnicity_german_vs_turkish,german,turkish,bildungsberatung,0.14947120495968247,0.01868390061996031,0.13078730433972216,16.0,2.0,7.99999650000175,0.016666666666666666,0.0033333333333333335,61.03407535853698,5.6095433795893705e-15
qwen8B,ethnicity_german_vs_turkish,german,turkish,projektmanagement,2.8152687406081895,2.6848000951346744,0.1304686454735151,1381.0,1317.0,1.048595292294157,0.7933333333333381,0.8066666666666718,1.8569295723436021,0.17297959028028304
qwen8B,ethnicity_german_vs_turkish,german,turkish,controlling,0.7330016243912585,0.6029529490960351,0.13004867529522335,124.0,102.0,1.2156862723952326,0.07666666666666659,0.07999999999999992,7.595763335827185,0.005850561928158018
qwen8B,ethnicity_german_vs_turkish,german,turkish,fotografie,0.31335403727609573,0.18801242236565746,0.12534161491043827,45.0,27.0,1.6666666419753093,0.04999999999999997,0.03333333333333333,18.801242236565777,1.4507260465134177e-05
qwen8B,ethnicity_german_vs_turkish,german,turkish,finanz,0.7955753572426546,0.6715895872827602,0.12398576995989441,154.0,130.0,1.1846153831952664,0.12333333333333317,0.1216666666666665,6.286602420501659,0.012165403531391237
qwen8B,ethnicity_german_vs_turkish,german,turkish,gern,0.4218439028727253,0.2988060978681803,0.12303780500454498,72.0,51.0,1.4117646978085354,0.09666666666666655,0.06499999999999995,12.603872707782665,0.00038494833730734403
qwen8B,ethnicity_german_vs_turkish,german,turkish,informationstechnik,0.267916055599934,0.14613603032723668,0.1217800252726973,33.0,18.0,1.8333332870370393,0.021666666666666667,0.02,21.490592695181856,3.55568704976639e-06
