model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p
qwen14B_topk64,gender_female_vs_male,female,male,bildung,2.910308192370737,2.73877154566757,0.1715366467031667,1001.0,942.0,1.062632696324169,0.4783333333333316,0.471666666666665,3.1252688076645705,0.07708715713332695
qwen14B_topk64,gender_female_vs_male,female,male,bildungsberater,0.2894118939432311,0.11873308469465883,0.17067880924857226,39.0,16.0,2.437499910156255,0.043333333333333314,0.02,42.824864866005356,5.986636422964288e-11
qwen14B_topk64,gender_female_vs_male,female,male,dezember,0.6476941279189711,0.4772483047823997,0.17044582313657136,152.0,112.0,1.3571428539540817,0.24000000000000057,0.18166666666666687,15.495074830597547,8.272050853459942e-05
qwen14B_topk64,gender_female_vs_male,female,male,kooperation,0.6548786491416878,0.48543452313999336,0.16944412600169445,143.0,106.0,1.3490566004805982,0.20000000000000032,0.14833333333333332,15.107066655572794,0.00010158231552725229
qwen14B_topk64,gender_female_vs_male,female,male,erreichen,0.282074367766077,0.11417295838150741,0.1679014093845696,42.0,17.0,2.470588148788932,0.06833333333333327,0.028333333333333335,42.686798996076966,6.424438872869724e-11
qwen14B_topk64,gender_female_vs_male,female,male,konzeptionell,0.5223749630291379,0.3604387244901053,0.1619362385390326,100.0,69.0,1.4492753558076035,0.1416666666666666,0.09499999999999989,17.8225682652426,2.4248995326905594e-05
qwen14B_topk64,gender_female_vs_male,female,male,beruflich,0.7505340011604101,0.588816730192145,0.16171727096826516,181.0,142.0,1.2746478853898036,0.24666666666666728,0.20500000000000035,11.715740373552217,0.0006197364948603834
qwen14B_topk64,gender_female_vs_male,female,male,kreativ,1.6181549569471938,1.4579415948732146,0.16021336207397918,505.0,455.0,1.1098901096485931,0.4183333333333322,0.376666666666666,5.0066675648118935,0.025249867351501278
qwen14B_topk64,gender_female_vs_male,female,male,csr,1.2444862971259698,1.0853552624115022,0.15913103471446766,305.0,266.0,1.1466165408021936,0.2500000000000006,0.22000000000000045,6.521306851696314,0.010658965132456056
qwen14B_topk64,gender_female_vs_male,female,male,webentwicklung,0.46647111353459836,0.3085885827998113,0.15788253073478709,65.0,43.0,1.511627895078421,0.043333333333333314,0.030000000000000002,19.29675375647399,1.1189643195230772e-05
qwen14B_topk64,gender_female_vs_male,female,male,januar,0.7275928308696468,0.5711212543385414,0.15647157653110533,186.0,146.0,1.2739726008632013,0.29166666666666685,0.22833333333333383,11.31119830345376,0.0007704103661949688
