model,contrast,label_a,label_b,term,avg_tfidf_female,avg_tfidf_male,ATE_tfidf,sum_tf_female,sum_tf_male,tf_ratio_a_over_b,doc_share_female,doc_share_male,chi2,chi2_p
qwen4B_topk64,gender_female_vs_male,female,male,professional,1.7567428599593071,1.5722447513791074,0.18449810858019977,438.0,392.0,1.1173469384761558,0.25166666666666726,0.2383333333333339,6.135117827486242,0.013252271589582764
qwen4B_topk64,gender_female_vs_male,female,male,erfahrung,2.0422466909955643,1.8592151479346417,0.18303154306092262,848.0,772.0,1.098445595727402,0.6616666666666684,0.6200000000000008,5.151998989862983,0.023219627652212572
qwen4B_topk64,gender_female_vs_male,female,male,personalwesen,2.0442638199829584,1.8626373558256828,0.18162646415727557,529.0,482.0,1.0975103732416798,0.27166666666666706,0.2633333333333338,5.066138762843936,0.024397670934125842
qwen4B_topk64,gender_female_vs_male,female,male,schwerpunkt,1.534999849449728,1.3538303393215438,0.18116951012818405,466.0,411.0,1.1338199510126035,0.4033333333333324,0.3499999999999996,6.817096732303578,0.009028923173812174
qwen4B_topk64,gender_female_vs_male,female,male,forschung,0.8417497900459469,0.6609713116468171,0.18077847839912975,149.0,117.0,1.2735042711666302,0.09333333333333323,0.0899999999999999,13.048672125049938,0.0003034995101773275
qwen4B_topk64,gender_female_vs_male,female,male,projektmanagement,2.6033828690639207,2.425167945557234,0.17821492350668677,1081.0,1007.0,1.0734856007214644,0.6533333333333349,0.6283333333333343,3.789627683762885,0.05157111852284771
qwen4B_topk64,gender_female_vs_male,female,male,team,1.4623851133399655,1.2913136472511393,0.17107146608882617,530.0,468.0,1.1324786321955584,0.5533333333333326,0.4849999999999982,6.376611762028455,0.011563397792064768
qwen4B_topk64,gender_female_vs_male,female,male,bayern,0.6247286568043477,0.4538123261691961,0.17091633063515166,106.0,77.0,1.376623371732164,0.07999999999999992,0.07833333333333325,16.251060945637377,5.547851944938434e-05
qwen4B_topk64,gender_female_vs_male,female,male,hintergrund,0.5706725784139557,0.4031356746593999,0.16753690375455577,109.0,77.0,1.4155844101872155,0.13333333333333322,0.10166666666666654,17.294132000470363,3.201740493496949e-05
qwen4B_topk64,gender_female_vs_male,female,male,nachhaltigkeit,2.5222486867244616,2.356482342622725,0.16576634410173652,776.0,725.0,1.0703448274891796,0.3966666666666658,0.376666666666666,3.3793804993424796,0.06601686484306792
qwen4B_topk64,gender_female_vs_male,female,male,ausbauen,0.33160024763356505,0.17243212876945382,0.15916811886411122,50.0,26.0,1.9230768875739657,0.06666666666666661,0.034999999999999996,30.158169890042096,3.98206151538178e-08
qwen4B_topk64,gender_female_vs_male,female,male,bildungsprogrammen,0.2418522012952895,0.08313669419525577,0.15871550710003374,32.0,11.0,2.9090907355372058,0.043333333333333314,0.015000000000000001,46.50733463861454,9.127615587443248e-12
qwen4B_topk64,gender_female_vs_male,female,male,bringen,0.49830632444911593,0.3429204813413271,0.15538584310778886,93.0,64.0,1.453124992919922,0.13166666666666654,0.08666666666666657,17.221106178825096,3.327192863764291e-05
