word
abgeschwaecht
abgeschwächt
abhaengen
abhaengend*
abhaengig*
abhangig*
abhängen
abhängend*
abschwachen
abschwaechen
aenderung
aenderungen
ahnung
allfaellige
allfaelligen
allfaelliger
allfällige
allfälligen
allfälliger
allgemein
allzu
andeute
andeuten
andeutest
andeutete*
anfrage
anfragen
angeblich*
angedeutet
angezweifelt*
anmerkung*
annahm
annahmen
annehme*
annimm*
anpassung
anschein
anscheinend
anteil*
anzweifel*
bedenken
befrist*
beinahe
beunruhig*
bisschen
bißchen
chance
chancen
circa
darf
darfst
duerfen
duerft
duerfte*
durchaus
durfte*
dürfen
dürft
dürfte*
eher
ehesten
eigentlich
erachten
erachtens
erhofft*
erscheine
erscheinen
erscheinst
erscheint
erschien*
erstmal
erwaege
erwaegen
erwage
erwägen
erwägst
erwägt
erwägung
etwa
etwaig*
eventuell
eventuelle
eventuellem
eventuellen
eventueller
eventuelles
evtl
falls
fast
frag
frage
fragen
fragst
fragt
fragte*
gaebe
ganz
gedurft
gefragt
gehofft*
gelegentlich*
geraten
geschlichen
gewettet*
gezweifelt*
glaub
glaube
glauben
glaubich
glaubst
glaubt
glaubte
glaubten
glaubtest
glaubtet
glueck
gluecklicherweise
glück
glücklicherweise
grenze*
gäbe
haeufig
halbwegs
hauptsaechlich
hauptsächlich
heikel
hinterfragen
hinterfragend
hoffe
hoffen
hoffentlich
hoffnung
hoffnungen
hoffnungsvoll
hoffnungsvolle
hoffnungsvollem
hoffnungsvollen
hoffnungsvoller
hoffnungsvollere
hoffnungsvolleren
hoffnungsvolleres
hoffnungsvollerm
hoffnungsvolles
hoffnungsvollste*
hoffst
hofft
hoffte
hofften
hofftest
hypothese*
hypothetisch*
häufig
imho
indirekt*
insgesamt
irgendein
irgendeine
irgendeinem
irgendeinen
irgendeiner
irgendeines
irgendetwas
irgendwas
irgendwelche
irgendwelchen
irgendwelcher
irgendwen
irgendwer
irgendwessen
irgendwie
irgendwo
iwie
jederzeit*
jemals
jemand
jemandem
jemanden
jemandes
kaum
knapp
knappe
knappem
knappen
knapper
knappere
knapperem
knapperen
knapperer
knapperes
knappes
knappste*
koennte
koennten
koenntest
koenntet
könnte
könnten
könntest
könntet
machbar
mal
manche
manchem
manchen
mancher
manches
manchmal
marginal*
mehrheitlich
meinung
meist
meisten
meistens
mochtest
moechte
moechten
moechtest
moechtet
moege
moegen
moegilcherweise
moeglich
moegliche
moeglichem
moeglichen
moeglicher
moegliches
moeglichkeit
moeglichkeiten
moeglichst
moge
mutgemasst*
mutmass*
myster*
möchte
möchten
möchtet
mögen
möglich
mögliche
möglichem
möglichen
möglicher
möglicherweise
mögliches
möglichkeiten
möglichst
nachfrage
nachfragen
nachfragst
nachfragt
nachfragte*
nahezu
oder
oefter
oft
option*
potenziell*
praktisch
probier*
provisorisch*
quasi
rand
rate
raten
relativ
schaetze
schaetzen
schaetzst
schaetzt
scheinbar
scheinen
scheinst
scheint
schien
schienen
schienst
schleiche
schleichen
schleichst
schleicht
schwammig
schwammige
schwammigem
schwammigen
schwammiges
schätze
schätzen
schätzst
schätzt
skeptisch*
sozusagen
subtil
subtile
subtilem
subtilen
subtiler
subtilere
subtilerem
subtileren
subtilerer
subtileres
subtiles
subtilste*
teilweise
tendenz
theoretiker*
theoretisch
theorie
typischerweise
umfrage
unbestimmt*
undeutlich*
unentschlossen
ungefaehr
ungefaehre
ungefaehren
ungefähr
ungefähre
ungefähren
ungenauigkeit
ungewiss*
unischeren
unklar
unklare
unklarem
unklaren
unklarer
unklarere
unklarerem
unklareren
unklarerer
unklareres
unklares
unklarheit
unklarste*
unschluessig
unschlüssig
unsicher
unsichere
unsicherem
unsicheren
unsicherer
unsicheres
unsicherheit
unsicherste*
unwahrscheinlich*
unwissentlich
vage
vagem
vagen
vager
vages
vageste*
vagheit
variieren
variiert
vermein*
vermut*
verschwommen
versuch*
verunsicht
verwechsel*
verwechslung*
verwirrend
verwirrt
verwirrung
verwischen*
viel
viele
vielleicht
viit
vorahnung*
vorausgesetzt
voraussichtlich
voraussichtliche
voraussichtlichen
voraussichtlicher
voraussichtliches
vorlaeufig*
vorläufig*
vorsichtig*
wackelig
waer
waere
waeren
waerest
waeret
wahrscheinlich*
waren
wenig
wenige
wenigem
wenigen
weniger
weniges
wenigste
wenigstem
wenigsten
wenigster
wenigstes
wenn
wenns
wette
wetten
wettest
wettet
wettete
wetteten
wettetest
willkuerlich*
willkürlich*
wohl
womoeglich
womöglich
wuerd
wuerde
wuerden
wuerdest
wuerdet
wundere
wundern
wunderst
wundert
wär
wäre
wären
wärest
wäret
würd
würde
würden
würdest
würdet
ziemlich
ziemliche
ziemlichem
ziemlichen
ziemlicher
ziemliches
zoeger*
zufaelle*
zufaellig*
"zufall"""
zufälle*
zufällig*
zugeteilt
zweifel
zweifels
zöger*
änderung
änderungen
öfter
